axis,benchmark,category,loading_median,hdi_low,hdi_high,sign_confident,method
axis1,ARC-AGI-2,,2.387834283610693,1.849426832334674,2.9260163072208294,True,varimax
axis1,OTIS Mock AIME 2024-2025,,2.122535399204074,1.8154167980879972,2.459214987435678,True,varimax
axis1,MATH Level 5,,1.7659499204963462,1.4806130508931297,2.0445402907243198,True,varimax
axis1,ARC-AGI,,1.721252293777084,1.4303325334688226,2.0071792342903674,True,varimax
axis1,CritPt,,1.3567779610474389,1.0455721030006953,1.6773589911041011,True,varimax
axis1,Chess Puzzles,,1.3488517024089561,0.9530269719539692,1.7653528836313022,True,varimax
axis1,FrontierMath Tier 4,,1.1926649835733398,0.48805322277446156,1.633757243056225,True,varimax
axis1,FrontierMath,,1.1858417540826642,0.9581718543668746,1.3987562518043175,True,varimax
axis1,Aider Polyglot,,1.0843599269410058,0.7726841989359986,1.3764966315517673,True,varimax
axis1,Fiction.LiveBench,,1.005977001803205,0.5129246330518911,1.5060439228162166,True,varimax
axis1,BioLP-bench,,0.9929680646540965,0.6252370154071702,1.4081673998909492,True,varimax
axis1,Humanity's Last Exam,,0.9522835294390817,0.7178954240379031,1.1333071398523566,True,varimax
axis1,VisualToolBench,,0.9458568547832247,0.4697356974326749,1.2359632219984098,True,varimax
axis1,EnigmaEval,,0.9251412112096291,0.6267632491108626,1.1654836659501158,True,varimax
axis1,The Agent Company,,0.9245581204137718,0.48968658569629875,1.3499045287904923,True,varimax
axis1,APEX Agents,,0.891886414332099,0.5682343245999392,1.1949098543977135,True,varimax
axis1,TerminalBench,,0.8754152381031413,0.6076609744146172,1.136444433403112,True,varimax
axis1,Cybench,,0.8464300542432978,0.4308551217272338,1.2276830014795548,True,varimax
axis1,SimpleQA Verified,,0.8438084619890243,0.5108757854984901,1.1825164017526373,True,varimax
axis1,GPQA Diamond,,0.78349381739623,0.6793722040217494,0.8811884327412539,True,varimax
axis1,CAD-Eval,,0.7697250912061131,0.4376492510474549,1.1295011107398547,True,varimax
axis1,MultiNRC,,0.765077939928507,0.5339725668934167,0.9548631140077458,True,varimax
axis1,CursorBench,,0.686262823839797,0.44004322001518986,0.9290664712084374,True,varimax
axis1,GPQA Diamond Chemistry,,0.6832764153045827,0.507292506102453,0.8985031999545294,True,varimax
axis1,GSO-Bench,,0.6711221714791921,0.26172279392064857,1.0540460691035374,True,varimax
axis1,LiveBench,,0.6647555192757404,0.49897435763147646,0.8924849540468509,True,varimax
axis1,MMLU Pro Chemistry,,0.6585226518899163,0.3174264170916989,1.0293390893839067,True,varimax
axis1,GPQA Main Chemistry,,0.653527373043366,0.47722997322158833,0.8187944088356522,True,varimax
axis1,WeirdML,,0.6533722901883401,0.5398278465914524,0.7628244106658292,True,varimax
axis1,SimpleBench,,0.5981006116929912,0.4037617734498131,0.8526072805593496,True,varimax
axis1,VPCT,,0.5852422261142647,0.16486758297861387,0.8362654198496599,True,varimax
axis1,SWE-Bench Pro (Private),,0.5591676348173795,0.1966720144317226,0.8635573440558374,True,varimax
axis1,MCP Atlas,,0.5542705434456027,0.26144046407597477,0.8517321614333451,True,varimax
axis1,GPQA Main Biology,,0.5337448929284806,0.26799311186284774,0.7887434095271441,True,varimax
axis1,LAB-Bench SeqQA,,0.5223821084104583,0.38377491927318835,0.6694668783364188,True,varimax
axis1,MMLU Chemistry,,0.44861264209487195,0.30747990529264196,0.5876099784021647,True,varimax
axis1,METR Time Horizons,,0.4455513661596177,0.26953205535903046,0.5841906790290207,True,varimax
axis1,OS World (Screenshot),,0.4432318432234622,-0.129016512196097,1.0502912158907936,False,varimax
axis1,ExploitBench,,0.41127777372445634,-0.12603545149077605,0.9123702073757485,False,varimax
axis1,SEAL Instruction Following,,0.40647229420581976,0.16421699466032297,0.6418401753880193,True,varimax
axis1,SEAL Tool Use (Enterprise),,0.3967666192036883,0.12222271397945417,0.6893804978473616,True,varimax
axis1,GPQA Diamond Biology,,0.3923490270924093,0.12925955703336972,0.6395990873804004,True,varimax
axis1,SWE-Bench Verified,,0.38547509959221027,0.19394559780405007,0.5661474267644117,True,varimax
axis1,SciCode,,0.3740587772532763,0.29418646891870015,0.46208495530094423,True,varimax
axis1,LAB-Bench Cloning,,0.3731684241209023,0.08259282746117821,0.6368146982493685,True,varimax
axis1,BALROG,,0.36774007215972543,0.15191637400202626,0.5952624725963404,True,varimax
axis1,AudioMultiChallenge,,0.3604006070105572,-0.035829667632181324,0.6851050159971083,False,varimax
axis1,SWE-Bench Pro,,0.34690176229398056,-0.037202419430535996,0.6496009626534385,False,varimax
axis1,LAB-Bench Protocol,,0.34552288045903645,0.1353614038060274,0.5881684237434147,True,varimax
axis1,CL-Bench Life,,0.3448991356755835,0.020017471837749098,0.6724191570550343,True,varimax
axis1,MultiChallenge,,0.3421507355598235,0.10858874345964187,0.5730221278131536,True,varimax
axis1,PostTrainBench,,0.33816407688215633,0.05851047059863288,0.6044002587467698,True,varimax
axis1,MMLU Pro Biology,,0.3180354745458617,-0.01932054244798997,0.6824846253670418,False,varimax
axis1,Visual Task Assessment (VISTA),,0.30442210801083236,0.19164639608526202,0.5019944328696556,True,varimax
axis1,FrontierCode,,0.286894478884419,-0.3542874911515586,0.8672516939136423,False,varimax
axis1,WMDP Chemistry,,0.2848699241861202,0.027985676309968555,0.6081352744004039,True,varimax
axis1,Remote Labor Index,,0.25968256161427766,-0.30044072683693157,0.7081546113392847,False,varimax
axis1,TutorBench,,0.21537342650106928,0.0953202827490463,0.3221227570033012,True,varimax
axis1,OS World 2,,0.20054378170294168,-0.5433464944969991,0.8733350943237732,False,varimax
axis1,LAB-Bench LitQA2,,0.19569591067259462,0.08393944103108412,0.3151778486222736,True,varimax
axis1,Lech Mazur Writing,,0.19118156588090324,-0.025831077960515467,0.4009165508429074,False,varimax
axis1,MMLU Biology,,0.18714229324886772,0.033686906874255046,0.3175253388581453,True,varimax
axis1,GeoBench,,0.17931428387620418,-0.13743371923465122,0.4804723809210503,False,varimax
axis1,CL-Bench,,0.16108974651301905,-0.11786601553462436,0.4513891854414155,False,varimax
axis1,LAMBADA,,0.15193088363909452,-0.03119498802436371,0.32610308777885244,False,varimax
axis1,WMDP Biology,,0.13208743963621472,-0.12120941839284084,0.48444366004471945,False,varimax
axis1,TriviaQA,,0.11906148334858854,-0.0749779168463604,0.32978138627612047,False,varimax
axis1,PRBench Legal,,0.11807853567178461,-0.149694764441629,0.4334243546059121,False,varimax
axis1,PRBench Finance,,0.10820569599144234,-0.16640573715277213,0.4499598141932736,False,varimax
axis1,DeepResearchBench,,0.10773807882212524,-0.0836181271556084,0.29003423837275855,False,varimax
axis1,ForecastBench,,0.040162650168497585,0.006862191897971806,0.06732775735550402,True,varimax
axis1,WinoGrande,,0.018788216426439172,-0.11384843168002903,0.20607004822420888,False,varimax
axis1,HellaSwag,,0.0008371918069541235,-0.20832476324865334,0.30248069535403554,False,varimax
axis1,PIQA,,-0.014229685328768112,-0.10431060642278343,0.11911456390473354,False,varimax
axis1,CSQA2,,-0.04639185614890445,-0.3669739039666358,0.48474648340329607,False,varimax
axis1,BoolQ,,-0.10372250723968265,-0.2695209022786366,0.12831231805271154,False,varimax
axis1,SuperGLUE,,-0.12022342887111612,-0.5700255913475742,0.3287956510683594,False,varimax
axis1,Video-MME,,-0.12122617805390723,-0.3964129232053167,0.2130965787089876,False,varimax
axis1,MMLU,,-0.15155346266679115,-0.3586522880057636,0.10142114293874703,False,varimax
axis1,BIG-Bench Hard (BBH),,-0.19209927495965606,-0.4263798149611173,0.13641559492915034,False,varimax
axis1,ScienceQA,,-0.19285129519880817,-0.5943443522147607,0.35114896945314894,False,varimax
axis1,Adversarial NLI,,-0.24461974727193703,-0.5833261162129079,0.20706389022924498,False,varimax
axis1,GSM8K,,-0.39326836981715396,-0.8599879402191064,0.12434488109644098,False,varimax
axis1,OpenBookQA,,-0.4661364902849954,-0.719569872724391,0.05086601836508004,False,varimax
axis1,ARC (AI2),,-0.4754071784866879,-0.737810329531458,-0.033617874186770154,True,varimax
axis2,GSM8K,,1.8528973172049055,1.257572567166249,2.260904783930055,True,varimax
axis2,BIG-Bench Hard (BBH),,0.8609903437642021,0.5706858966875799,1.0785056134401951,True,varimax
axis2,MMLU,,0.8187940394720277,0.6314839788505048,0.9461222601414587,True,varimax
axis2,ARC (AI2),,0.8010157512264278,0.4820163225638474,1.0901420268506767,True,varimax
axis2,MMLU Pro Chemistry,,0.6258438887690922,0.16870269236858018,1.026701256028431,True,varimax
axis2,MMLU Pro Biology,,0.6071411322189493,0.2592314748718129,0.9942945844950305,True,varimax
axis2,OpenBookQA,,0.5940828047379851,0.2676907399032987,1.0128119414814913,True,varimax
axis2,SimpleQA Verified,,0.5314675589853247,-0.033265338233277895,1.0338515442869134,False,varimax
axis2,WMDP Biology,,0.5156583133696668,0.03136864721771578,0.7740849596713788,True,varimax
axis2,BoolQ,,0.5143298080466692,0.3497865031572161,0.6404978927110289,True,varimax
axis2,SuperGLUE,,0.48303863912116063,-0.0012612302525179288,0.9249310439303875,False,varimax
