axis,benchmark,category,loading_median,hdi_low,hdi_high,bench_norm,axis_share
axis1,FrontierMath Tier 4,High End Math Reasoning,3.6676504017784852,3.177247577168627,4.179566692985543,3.6676504017784852,1.0
axis1,OTIS Mock AIME 2024-2025,High End Math Reasoning,2.9215416647100647,2.679171456431095,3.173239443674573,2.9215416647100647,1.0
axis1,FrontierMath Tier 4 v1,High End Math Reasoning,2.7173505888676175,2.2365213479720087,3.1969954151407944,2.7173505888676175,1.0
axis1,MATH Level 5,High End Math Reasoning,2.6795674924778443,2.4210920736171824,2.948366492921322,2.6795674924778443,1.0
axis1,GPQA Diamond Chemistry,Chemistry,2.420514920542952,1.9887404308517256,2.917908106283795,2.420514920542952,1.0
axis1,Cybench,Agentic Computer Use,2.3522799493261797,1.7095903216791752,2.948311767087568,2.3522799493261797,1.0
axis1,FrontierMath,High End Math Reasoning,2.3472029618102814,2.0788955983126325,2.6321186127601086,2.3472029618102814,1.0
axis1,CritPt,Domain Specific Questions,2.2550794193458854,1.9986458068837185,2.5200234336927605,2.2550794193458854,1.0
axis1,ProofBench,High End Math Reasoning,2.175935329795747,1.6598961234959613,2.7010230812160207,2.175935329795747,1.0
axis1,GPQA Main Chemistry,Chemistry,2.161789449147218,1.8051326743187335,2.5588904244911004,2.161789449147218,1.0
axis1,VisualToolBench,Multimodal Understanding,2.150533109755777,1.7495395862148557,2.515224253933455,2.150533109755777,1.0
axis1,Aider Polyglot,Autonomous SWE,2.1145606484103903,1.6757877631374338,2.551075536105387,2.1145606484103903,1.0
axis1,GSM8K,Domain Specific Questions,2.0409931484679777,1.68106619648847,2.4081095549675022,2.0409931484679777,1.0
axis1,Fiction.LiveBench,Advanced Language and Writing,2.027895199814555,0.8913026410456351,3.158676387700121,2.027895199814555,1.0
axis1,TerminalBench,Agentic Computer Use,2.0076823851865093,1.645486360695199,2.3700399781581343,2.0076823851865093,1.0
axis1,Surface Evolver Bench,Autonomous SWE,1.9936158236402166,1.454890146090768,2.5373377361995115,1.9936158236402166,1.0
axis1,GSO-Bench,Autonomous SWE,1.9554604444914994,1.5181892107051176,2.3794797991171843,1.9554604444914994,1.0
axis1,The Agent Company,Agentic Computer Use,1.9323704336559553,0.9794841596603495,2.821576432679582,1.9323704336559553,1.0
axis1,DeepSWE,Autonomous SWE,1.9101286018900894,1.4181931108635757,2.3995522269587957,1.9101286018900894,1.0
axis1,EnigmaEval,General Reasoning,1.852907814693937,1.58283115499811,2.123920729964359,1.852907814693937,1.0
axis1,BioLP-bench,Biology,1.8450216784281643,1.4744868451378852,2.214582384973572,1.8450216784281643,1.0
axis1,GPQA Diamond,Domain Specific Questions,1.766694561253117,1.6525830898819955,1.8882642664216818,1.766694561253117,1.0
axis1,MMLU Pro Chemistry,Chemistry,1.7187411468008063,1.4910201786999808,1.9621548541638967,1.7187411468008063,1.0
axis1,BIG-Bench Hard (BBH),Domain Specific Questions,1.7100685668726148,1.3901358953817762,2.024113285516017,1.7100685668726148,1.0
axis1,Humanity's Last Exam,Domain Specific Questions,1.6922835769997815,1.4681278860651552,1.9233673278603902,1.6922835769997815,1.0
axis1,MultiNRC,Advanced Language and Writing,1.5834378190714853,1.3630066639205798,1.8071326740343345,1.5834378190714853,1.0
axis1,APEX Agents,Core AGI Progress,1.5451086607341677,1.291399020696435,1.8006783280400915,1.5451086607341677,1.0
axis1,SWE-Bench Pro (Private),Autonomous SWE,1.5396100613856203,0.9671861266156854,2.0681849204549034,1.5396100613856203,1.0
axis1,LAB-Bench Cloning,Biology,1.4925021134236038,1.1585236889633617,1.8561082902644856,1.4925021134236038,1.0
axis1,ARC (AI2),Domain Specific Questions,1.4874139055053561,1.1509437440034318,1.858978038722709,1.4874139055053561,1.0
axis1,ExploitBench,Agentic Computer Use,1.4292925338282276,0.8393940892312907,2.0149202936836654,1.4292925338282276,1.0
axis1,WeirdML,Autonomous SWE,1.406650715697801,1.293334709726268,1.526431279903709,1.406650715697801,1.0
axis1,LiveBench,Core AGI Progress,1.3301964266057849,1.1274469638194027,1.5318120014458472,1.3301964266057849,1.0
axis1,Chess Puzzles,General Reasoning,1.3225232932288784,1.102721585853492,1.5521185881458701,1.3225232932288784,1.0
axis1,CAD-Eval,Multimodal Understanding,1.3150949687732396,0.7114690404167162,1.9332208039349714,1.3150949687732396,1.0
axis1,MMLU,Domain Specific Questions,1.2243901472003995,1.1097399193886632,1.3452388365728865,1.2243901472003995,1.0
axis1,MCP Atlas,Agentic Computer Use,1.179423712345871,0.7629098011348034,1.5724578301867056,1.179423712345871,1.0
axis1,BlueprintBench 2,Multimodal Understanding,1.1699203719521385,0.5034351935516762,1.978401677614882,1.1699203719521385,1.0
axis1,SWE-Bench Pro,Autonomous SWE,1.166006362697534,0.8311540212979098,1.5035803962169056,1.166006362697534,1.0
axis1,LAB-Bench SeqQA,Biology,1.1397323098783967,0.9359532723019841,1.356359682386848,1.1397323098783967,1.0
