,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"theta_t_zerosum__[0, 667]",1.499025,0.067608,1.372728,1.627715,0.000293,0.000211,53399.277287,61512.986494,1.000007
"theta_t_zerosum__[0, 668]",0.697301,0.218268,0.268084,1.092455,0.000738,0.001107,94011.510078,54497.921539,1.000149
"theta_t_zerosum__[0, 669]",1.445984,0.176144,1.117692,1.782563,0.000492,0.000753,130054.831959,57620.08829,1.000146
"theta_t_zerosum__[0, 670]",0.281867,0.164884,-0.035145,0.58379,0.000413,0.000692,161947.610213,55864.070446,1.00011
"theta_t_zerosum__[0, 671]",0.432383,0.12968,0.189833,0.676943,0.000337,0.000514,150998.404333,60196.514232,1.000113
"theta_t_zerosum__[0, 672]",0.135269,0.210124,-0.26139,0.525369,0.000565,0.000853,146954.471548,56457.328001,1.00024
"theta_t_zerosum__[0, 673]",0.263819,0.195754,-0.105329,0.62641,0.000534,0.000815,143423.148268,57314.563097,1.00022
"theta_t_zerosum__[0, 674]",-0.339356,0.25969,-0.826338,0.144252,0.000688,0.001046,149076.372951,57703.219499,1.000007
"theta_t_zerosum__[0, 675]",-0.149105,0.289426,-0.691097,0.335887,0.001164,0.001768,81329.546784,46404.135857,1.000029
"theta_t_zerosum__[0, 676]",0.41763,0.071667,0.284295,0.554276,0.000219,0.000261,106810.669785,62053.55393,1.000016
"theta_t_zerosum__[0, 677]",0.343556,0.114581,0.126121,0.558953,0.000299,0.000486,147740.444758,56844.365393,1.000074
"theta_t_zerosum__[0, 678]",0.40192,0.060303,0.288458,0.515143,0.000197,0.00022,93412.672064,63842.735797,1.000188
"theta_t_zerosum__[0, 679]",0.447569,0.104195,0.249756,0.64164,0.000301,0.00037,119949.523893,64605.597679,1.000008
"theta_t_zerosum__[0, 680]",0.17856,0.094257,-0.000708,0.353152,0.000254,0.000375,138694.181538,57424.998182,1.000099
"theta_t_zerosum__[0, 681]",0.003549,0.069567,-0.126185,0.135188,0.000218,0.000251,102122.076893,63293.832516,1.000052
"theta_t_zerosum__[0, 682]",-0.082881,0.169953,-0.407274,0.233961,0.000419,0.000702,164278.26557,59269.712072,1.000192
"theta_t_zerosum__[0, 683]",0.192918,0.232905,-0.238692,0.636567,0.000682,0.000946,122152.028463,61868.199838,1.000005
"theta_t_zerosum__[0, 684]",0.105157,0.057226,-0.003899,0.211193,0.000188,0.000199,92945.281156,61308.433368,1.000095
"theta_t_zerosum__[0, 685]",0.335792,0.135968,0.077057,0.588074,0.000378,0.000528,132422.121959,59825.754646,1.000052
"theta_t_zerosum__[0, 686]",0.789438,0.061959,0.674213,0.906761,0.000207,0.00023,89438.763041,59372.269355,1.000063
"theta_t_zerosum__[0, 687]",0.542852,0.129611,0.300257,0.786597,0.000348,0.000565,145861.301751,55768.130291,1.000078
"theta_t_zerosum__[0, 688]",0.766357,0.058637,0.655591,0.876225,0.000219,0.00019,71511.27823,63961.847421,1.000116
"theta_t_zerosum__[0, 689]",0.77736,0.09231,0.600798,0.950526,0.000294,0.000352,99277.23933,62544.75431,1.000121
"theta_t_zerosum__[0, 690]",0.378014,0.054979,0.277081,0.48379,0.000192,0.000196,81685.668,61059.145432,1.000121
"theta_t_zerosum__[0, 691]",0.114889,0.088187,-0.05183,0.280556,0.000258,0.000359,116609.524068,58183.792704,1.000213
"theta_t_zerosum__[0, 692]",0.282725,0.053149,0.184537,0.38415,0.000183,0.000183,84208.151517,63772.022101,1.000028
"theta_t_zerosum__[0, 693]",0.171364,0.239654,-0.270718,0.626375,0.000637,0.00099,148323.116374,57624.363638,1.000026
"theta_t_zerosum__[0, 694]",0.558168,0.217647,0.146968,0.970693,0.000663,0.000807,108519.392711,64337.030673,1.000009
"theta_t_zerosum__[0, 695]",0.948127,0.109107,0.745612,1.157262,0.000307,0.000433,126921.136287,59095.561277,1.00015
"theta_t_zerosum__[0, 696]",0.887609,0.332497,0.301194,1.540595,0.001023,0.001507,119060.307183,57881.522778,1.000152
"theta_t_zerosum__[0, 697]",0.176246,0.496972,-0.756371,1.113804,0.001331,0.002111,142143.062767,59341.515758,1.000058
"theta_t_zerosum__[0, 698]",0.60186,0.144483,0.321699,0.854564,0.000564,0.000607,72959.805969,54743.484764,1.000157
"theta_t_zerosum__[0, 699]",0.621102,0.05601,0.514524,0.724812,0.00021,0.000187,70769.476454,62179.709874,1.000074
"theta_t_zerosum__[0, 700]",0.406079,0.117025,0.184333,0.624217,0.0003,0.000492,153528.817452,57564.309691,1.000155
"theta_t_zerosum__[0, 701]",0.490612,0.060931,0.376648,0.605437,0.000198,0.000208,94196.063845,63957.349072,1.000136
"theta_t_zerosum__[0, 702]",0.839358,0.653763,-0.39785,2.052507,0.001613,0.002687,164535.253587,59014.928506,1.000114
"theta_t_zerosum__[0, 703]",-1.510526,0.177514,-1.855961,-1.196568,0.000546,0.000714,113391.840927,58423.380213,1.000124
"theta_t_zerosum__[0, 704]",-0.980876,0.12185,-1.216726,-0.760424,0.000369,0.000484,111928.811292,59342.501811,1.000134
"theta_t_zerosum__[0, 705]",-0.740104,0.096365,-0.923066,-0.560185,0.00029,0.000376,111717.328574,57945.444443,1.00007
"theta_t_zerosum__[0, 706]",-0.994955,0.122384,-1.223038,-0.763365,0.000377,0.000496,108714.237818,57552.773489,1.000173
"theta_t_zerosum__[0, 707]",-2.203343,0.195145,-2.571535,-1.835951,0.000532,0.000755,135046.507785,62011.904904,1.000066
"theta_t_zerosum__[0, 708]",0.035743,0.221169,-0.380429,0.446198,0.000592,0.000894,148607.731768,57391.841861,1.000161
"theta_t_zerosum__[0, 709]",-0.677216,0.340236,-1.319164,-0.077036,0.001153,0.001648,106795.612138,54558.883389,1.000292
"theta_t_zerosum__[0, 710]",-2.570002,0.268935,-3.079411,-2.065834,0.000751,0.001033,128544.729393,60429.073097,1.000219
"theta_t_zerosum__[0, 711]",-2.425706,0.201782,-2.807247,-2.045477,0.000582,0.000794,121331.115727,60373.722078,1.000089
"theta_t_zerosum__[0, 712]",-2.047727,0.199258,-2.419056,-1.667453,0.000701,0.00073,80849.972712,61301.791857,1.000065
"theta_t_zerosum__[0, 713]",-2.219755,0.20308,-2.609217,-1.847961,0.000692,0.000782,86898.881029,60742.990711,1.000072
"theta_t_zerosum__[0, 714]",0.027756,0.384434,-0.737422,0.734504,0.001314,0.00226,93535.291772,51183.402481,1.000263
"theta_t_zerosum__[0, 715]",-1.921434,0.192931,-2.285695,-1.557824,0.000519,0.000783,138014.490633,59039.687271,1.000144
"theta_t_zerosum__[0, 716]",-1.220421,0.137591,-1.47284,-0.951493,0.000429,0.000561,103150.973338,59972.528805,1.000065
"theta_t_zerosum__[0, 717]",-0.337785,0.075286,-0.48001,-0.196877,0.000259,0.000272,84695.834376,61865.827277,1.000057
"theta_t_zerosum__[0, 718]",-0.34546,0.313789,-0.940374,0.221346,0.0009,0.00125,135692.824429,59495.524419,1.000099
"theta_t_zerosum__[0, 719]",-0.18716,0.083194,-0.33955,-0.026172,0.000239,0.000331,120802.240099,58695.916018,1.000126
"theta_t_zerosum__[0, 720]",-0.250515,0.090072,-0.420427,-0.081629,0.000259,0.000369,121343.513165,57983.165469,1.000174
"theta_t_zerosum__[0, 721]",-0.423677,0.09107,-0.598987,-0.257081,0.000269,0.00036,115151.742116,59994.650407,1.000135
"theta_t_zerosum__[0, 722]",-0.150937,0.649368,-1.36657,1.06871,0.00158,0.002652,169048.072821,59798.452565,1.000071
"theta_t_zerosum__[0, 723]",-0.836553,0.294764,-1.38512,-0.278707,0.000775,0.001317,153702.900188,55683.029668,1.000273
"theta_t_zerosum__[0, 724]",-0.577894,0.315843,-1.157203,0.026287,0.000849,0.001394,150236.398351,54968.872069,1.000086
"theta_t_zerosum__[0, 725]",-0.873025,0.169081,-1.195199,-0.561291,0.000452,0.000714,143388.666483,58849.37692,1.000476
"theta_t_zerosum__[0, 726]",-0.935314,0.17141,-1.261445,-0.61749,0.000461,0.000698,141162.789697,56732.56616,1.000349
"theta_t_zerosum__[0, 727]",-0.606644,0.082933,-0.758882,-0.446656,0.000265,0.000309,97971.221521,59927.224968,0.999985
"theta_t_zerosum__[0, 728]",-0.299856,0.339923,-0.927729,0.339862,0.000986,0.001659,136510.508575,48136.352019,1.000015
"theta_t_zerosum__[0, 729]",-0.378782,0.089305,-0.5488,-0.213343,0.000263,0.000362,115933.529671,55438.697507,1.000189
"theta_t_zerosum__[0, 730]",-0.3578,0.071265,-0.491675,-0.223422,0.000232,0.000264,94555.74703,60393.701906,1.000069
"theta_t_zerosum__[0, 731]",-0.952039,0.219891,-1.366352,-0.537142,0.000586,0.000883,140599.44559,62503.367193,1.000172
"theta_t_zerosum__[0, 732]",0.020523,0.139403,-0.241546,0.28534,0.000383,0.000614,133914.039189,58703.464788,1.000169
"theta_t_zerosum__[0, 733]",0.152513,0.086372,-0.009974,0.314327,0.000246,0.000321,123322.21987,62261.932353,1.000016
"theta_t_zerosum__[0, 734]",0.015543,0.161942,-0.294858,0.313363,0.000423,0.00066,152780.605652,57296.933221,1.00028
"theta_t_zerosum__[0, 735]",0.464663,0.089785,0.295753,0.632507,0.00025,0.000352,129719.303694,57857.812875,1.000116
"theta_t_zerosum__[0, 736]",0.275268,0.215552,-0.130804,0.681798,0.000536,0.000961,164505.209306,55302.139544,1.000083
"theta_t_zerosum__[0, 737]",-0.326332,0.197186,-0.707201,0.027572,0.000569,0.000806,128360.325132,59306.709444,1.000059
"theta_t_zerosum__[0, 738]",0.759314,0.132764,0.512819,1.008422,0.000358,0.000559,144732.417101,54446.909483,1.000183
"theta_t_zerosum__[0, 739]",-0.066376,0.65669,-1.324733,1.128693,0.001955,0.002682,120408.229717,57713.454404,1.000043
"theta_t_zerosum__[0, 740]",0.802933,0.10554,0.608586,1.003921,0.000292,0.000423,131466.208613,58663.285127,1.000101
"theta_t_zerosum__[0, 741]",0.527987,0.490056,-0.448082,1.381497,0.001845,0.002441,81582.328986,52156.209251,1.000116
"theta_t_zerosum__[0, 742]",-0.068668,0.653814,-1.334426,1.113284,0.001918,0.002643,124419.458277,59125.970292,1.000112
"theta_t_zerosum__[0, 743]",0.500644,0.074626,0.360589,0.640834,0.000242,0.000268,94871.419178,61748.179884,1.000117
"theta_t_zerosum__[0, 744]",0.778495,0.133667,0.53439,1.034,0.000367,0.000567,139384.580533,56753.607109,1.000154
