axis,tau_median,tau_hdi_low,tau_hdi_high,gap_ratio_to_next
axis1,0.6590922237525133,0.5976072604943118,0.7291011198959618,1.0
axis2,0.6590922237525133,0.5976072604943118,0.7291011198959618,1.0
axis3,0.6590922237525133,0.5976072604943118,0.7291011198959618,
