axis,benchmark,category,loading_median,hdi_low,hdi_high
axis1,FrontierMath Tier 4,High End Math Reasoning,2.520634877420584,1.1973573193997018,3.0884151532531474
axis1,OTIS Mock AIME 2024-2025,High End Math Reasoning,2.304957850446822,0.8195870567160509,2.543398351533397
axis1,ARC-AGI-2,Core AGI Progress,2.179788428769677,1.7094325860670605,2.818893302098291
axis1,FrontierMath v1,High End Math Reasoning,2.127653558634586,1.3521823845604493,2.49000689171615
axis1,MATH Level 5,High End Math Reasoning,1.9096703383169318,0.7723438898414108,2.113776321341356
axis1,FrontierMath Tier 4 v1,High End Math Reasoning,1.8589393416561413,1.3649918248537907,2.313116557478235
axis1,FrontierMath,High End Math Reasoning,1.7708548489807794,0.7915235527925099,2.0785749594258345
axis1,VPCT,Multimodal Understanding,1.713456008799478,0.9068566358257664,2.890701937021879
axis1,GPQA Diamond Chemistry,Chemistry,1.6861915500958473,0.7621485056296359,2.294232332814044
axis1,GPQA Main Chemistry,Chemistry,1.6638370163088276,0.731465085346377,2.3821031949604543
axis1,ARC-AGI,Core AGI Progress,1.6254607474470073,1.3360898192090769,1.9504571578228385
axis1,OpenAI NYU CTF Professional (Original),Agentic Computer Use,1.5123315120073024,0.3114775653770948,2.377525041924725
axis1,CritPt,Domain Specific Questions,1.4593524298023712,0.9509705890374207,1.751001300489688
axis1,Aider Polyglot,Autonomous SWE,1.331370686768722,1.0234209555636,1.8304580933196
axis1,DeepSWE,Autonomous SWE,1.2787800693497133,0.781318267788762,1.5756330587242109
axis1,Fiction.LiveBench,Advanced Language and Writing,1.2755850012161098,0.6901070074884883,1.9157725836666133
axis1,Chess Puzzles,General Reasoning,1.2555041564836666,0.33041680960397457,1.5394999864168522
axis1,ProofBench,High End Math Reasoning,1.2390098901748439,0.8021280833909861,1.6934943207838278
axis1,BioLP-bench,Biology,1.2073365914270278,0.5470507507710426,1.5608214560876228
axis1,GPQA Diamond,Domain Specific Questions,1.1934973325383866,0.5239246968855862,1.3159676302594465
axis1,VisualToolBench,Multimodal Understanding,1.1856965111479123,0.8062223994138096,1.526426027145089
axis1,MMLU Pro Chemistry,Chemistry,1.1580270579372098,0.3227412513570209,1.396945746025573
axis1,TerminalBench,Agentic Computer Use,1.0707114556203474,0.8082248839801078,1.405369179401469
axis1,LAB-Bench Cloning,Biology,1.0481061052156861,0.3884881662654707,1.548389623803906
axis1,EBR-bench,Agentic Computer Use,1.0107821903453655,0.38700705366385957,1.610028557775927
axis1,Cybench,Agentic Computer Use,0.9953364632313946,0.34500679546402946,1.8392058359405479
axis1,Humanity's Last Exam,Domain Specific Questions,0.965639805113558,0.6543755669619714,1.1917958560341426
axis1,AISI CTF Suites - Expert,Agentic Computer Use,0.9500641203071489,0.12413402592674504,1.6504715396209582
axis1,SCONE-Bench,Agentic Computer Use,0.9399480699627634,0.19066816288142371,2.151078432775882
axis1,EnigmaEval,General Reasoning,0.9250274841223451,0.6280523589194988,1.2089464205420084
axis1,OpenAI Cyber Ranges,Agentic Computer Use,0.9220071897458857,0.07129839232227568,2.077197896387315
axis1,CAD-Eval,Multimodal Understanding,0.903248462467607,0.4541282146111054,1.5003199327560202
axis1,GSO-Bench,Autonomous SWE,0.8945089385818867,0.5568355628517567,1.907200910731399
axis1,AISI CTF Suites - Apprentice,Agentic Computer Use,0.8378974010014332,0.31174053047551037,1.6577350722502031
axis1,GPQA Main Biology,Biology,0.8359750757943608,0.24040461897348717,1.1606038187358436
axis1,LiveBench,Core AGI Progress,0.8176199932030123,0.4510575484358759,0.9683603077768742
axis1,MultiNRC,Advanced Language and Writing,0.8151594700941129,0.6178446327513374,0.9997640589243164
axis1,GDP.pdf,Core AGI Progress,0.7867854378654192,0.25748215325147483,1.144165702554822
axis1,AISI Cyber Ranges - The Last Ones,Agentic Computer Use,0.786661845971171,0.08372434535033957,1.5891090063551714
axis1,APEX Agents,Core AGI Progress,0.7683176337428089,0.404987061137373,1.2204704051947655
axis1,Surface Evolver Bench,Autonomous SWE,0.7630903651281731,0.28997653344484886,1.5478450019096315
axis1,SimpleQA Verified,Domain Specific Questions,0.7335712519923023,0.31351647518168985,1.0885974878695548
axis1,LAB-Bench Protocol,Biology,0.7322540636737969,0.3265189968011354,0.9460378684760866
axis1,WMDP Chemistry,Chemistry,0.7278841914002471,0.03726877630794446,0.9050519535047913
axis1,WeirdML,Autonomous SWE,0.7277234623751138,0.6054487646749811,0.8528999144395625
axis1,AudioMultiChallenge,Multimodal Understanding,0.722191397824673,0.056043975754249326,1.0699630434958294
axis1,MMLU Pro Biology,Biology,0.7162875465660741,0.1649489578734645,0.9282112433045404
axis1,OS World (Screenshot),Agentic Computer Use,0.6964549765919394,0.10722717525094032,1.3169802875354484
axis1,LAB-Bench SeqQA,Biology,0.6827802974652722,0.37441035713540216,0.8781255227254346
axis1,SimpleBench,General Reasoning,0.682424393611371,0.43668346010458103,1.0350073929067363
axis1,CursorBench,Autonomous SWE,0.6583254523094241,0.45782375159301514,0.8245326918825866
axis1,GPQA Diamond Biology,Biology,0.6554205905335275,0.1777608877365365,1.0039512476338626
axis1,SWE-Bench Pro (Private),Autonomous SWE,0.6482131239694231,0.28291382204397814,1.426925696987082
axis1,SEAL Tool Use (Enterprise),Agentic Computer Use,0.6042364746253859,0.27523125344235266,0.8355207992389434
axis1,BlueprintBench 2,Multimodal Understanding,0.5851521631355836,0.062153189908534794,1.4570226131651518
axis1,MMLU Chemistry,Chemistry,0.5753230860704632,0.3184055635690169,0.7362807344278539
axis1,WMDP Biology,Biology,0.5721111161484809,0.006186786453341967,0.7409337959450265
axis1,BALROG,General Reasoning,0.533902383271911,0.3201971629251223,0.7648984310097205
axis1,SpatialViz-Bench,Multimodal Understanding,0.533355475268259,0.06357403535435473,1.2871514538130284
axis1,ExploitGym,Agentic Computer Use,0.5227020446445602,0.018975467426805323,1.617315544143126
axis1,ExploitBench,Agentic Computer Use,0.5135725978909784,0.045339669719354755,1.2198595373081644
axis1,METR Time Horizons,Autonomous SWE,0.5058061544360216,0.3540707589236703,0.7197278959347927
