name,mean,hdi_low,hdi_high,n_obs
Average Human,83.61319744807228,69.72721622867728,93.92252702338548,2
Skilled Generalist,114.82230513050902,108.76599003174888,119.18424112310562,9
Domain Expert,139.61816319370323,136.48126604912767,143.34369227478027,9
High School Top Performer,163.30905060109296,154.66756090655278,174.8062625183043,3
