name,mean,hdi_low,hdi_high,n_obs
Average Human,-2.108180902567087,-2.4804183503093244,-1.7548006893461001,2
Skilled Generalist,-0.7898339552562582,-0.9805335877187783,-0.6160915738615542,9
Domain Expert,0.26163361577901334,0.07730150936419643,0.4576829037690651,9
High School Top Performer,1.2591922160537017,0.8122415803210224,1.8106128878827124,3
