axis,benchmark,category,loading_median,hdi_low,hdi_high,bench_norm,axis_share
axis1,ARC-AGI-2,Core AGI Progress,3.3536304078571972,2.2859166346652215,3.84225657576135,3.4656158074646783,0.9364175960789834
axis1,ARC-AGI,Core AGI Progress,2.459905181798052,1.7568585238860543,2.821212933610555,2.5508458447497078,0.9299686477028322
axis1,VPCT,Multimodal Understanding,2.4153676592187576,0.8576632593680047,3.9068725602201964,2.9549413975291747,0.668141963816605
axis1,OTIS Mock AIME 2024-2025,Mathematics,2.0892182293917827,1.5229358977867449,2.4210755614236033,2.254920572002464,0.858430452513957
axis1,FrontierMath Tier 4 v2,Mathematics,1.9779609018605375,1.377979949517906,2.573707886923062,2.8874563852795716,0.4692502789156412
axis1,DeepSWE,Autonomous SWE,1.864788035098241,1.176352331597062,2.358343631058132,1.9105320030172863,0.9526871648980213
axis1,MATH Level 5,Mathematics,1.8067406562580233,1.3007352535792405,2.127190872837137,2.032231188610361,0.7903972315506997
axis1,CritPt,Domain Specific Questions,1.607230728326281,1.1458120641568095,1.9723920369285362,1.7937130396546659,0.8028797850892729
axis1,Chess Puzzles,General Reasoning,1.4543110954755591,0.5783300889532007,2.0752153064643934,2.23559799227893,0.4231820257856565
axis1,GPQA Main Chemistry,Chemistry,1.4106312076360246,0.7805237782969433,2.0296047884270716,1.9295894334180768,0.5344377792470656
axis1,FrontierMath Tiers 1-3 v2,Mathematics,1.4007149331466016,1.0393640951551928,1.681235186586705,1.966194443694638,0.5075123190072904
axis1,GPQA Diamond Chemistry,Chemistry,1.3165050398025449,0.777316522061645,1.9306186238961487,1.8537015256312726,0.5043888032545634
axis1,HLE,Domain Specific Questions,1.1898220836208915,0.8042100788523865,1.5072668684587152,1.6274696993206907,0.534488330542456
axis1,Mystery Game Puzzles,General Reasoning,1.148979670612984,0.6960358402053698,1.547672175941725,1.8664294909417594,0.3789671042053095
axis1,Cybench,Cyber,1.1141354090008266,0.519069562599014,1.6279900817666921,1.6746191098934062,0.44263308074094426
axis1,AISI CTF Suites - Practitioner,Cyber,1.0787535844080374,0.14410706291758246,2.089909664417006,1.841489883724352,0.3431672454883523
axis1,EnigmaEval,General Reasoning,1.0200343882061613,0.6029355059220841,1.3758426074874406,1.5979160263577508,0.4074944719378874
axis1,Aider Polyglot,Autonomous SWE,1.0009744038208017,0.6004552349716195,1.33248668021901,1.7418544056874878,0.3302343472307556
axis1,GPQA Diamond,Domain Specific Questions,0.9934992657414522,0.6702136630788192,1.1699238351894636,1.261453727182603,0.6202866758670689
axis1,Fiction.LiveBench,Advanced Language and Writing,0.9805478820101636,0.24581278561102135,1.6440190279652749,1.5646028476155556,0.39276192436061635
axis1,CadEval,Multimodal Understanding,0.9779778205848824,0.2807470516253438,1.4716214232292388,1.2919672111085139,0.5730005351264001
axis1,VisualToolBench,Multimodal Understanding,0.9766336399346951,0.44932906830436836,1.3865476052310703,1.3798740592464855,0.5009385544973523
axis1,Terminal Bench 2.0,Agentic Computer Use,0.923703352844886,0.6149734916794714,1.2154271665528673,1.572111863471209,0.3452217502532126
axis1,GSO-Bench,Autonomous SWE,0.8938735733195402,0.4050412262369702,1.3102771259202168,1.4791830768906995,0.3651811372829193
axis1,MCP Atlas,Agentic Computer Use,0.8791762304970558,0.432330228438052,1.215362218924934,0.9565437504483212,0.8447772285264623
axis1,AISI CTF Suites - Apprentice,Cyber,0.8657106053795628,0.40211520398874306,1.286743819479443,1.369282402446011,0.39972326134663516
axis1,The Agent Company,Agentic Computer Use,0.8606640694290413,0.18973603193049804,1.4498536795170514,1.4782726710310632,0.33896764728118334
axis1,APEX-Agents,Core AGI Progress,0.8227039877484023,0.5410036052308411,1.1032153177186554,1.1729401160220263,0.4919664931760656
axis1,AISI CTF Suites - Technical Non-Expert,Cyber,0.7912384595244479,0.16864822507190214,1.3900803840911375,1.3267498751342115,0.35566134508887576
axis1,DTBench,General Reasoning,0.779433780693275,0.560715130952634,0.9348366244705837,1.1856477496431286,0.4321625065000692
axis1,BioLP-bench,Biology,0.73912828264451,0.21357052004254345,1.1884861542477687,1.3311292090869342,0.30831823774895595
axis1,SimpleBench,General Reasoning,0.7384397849914119,0.25028510915541524,1.0892945504096647,1.2041202490087004,0.37608884730778536
axis1,ProofBench,Mathematics,0.7215969898899655,0.15801602669887652,1.3402229765846312,1.8884195945568274,0.1460133044313719
axis1,Remote Labor Index,Core AGI Progress,0.683697563567103,0.1537102162593695,1.186703277681348,1.122479812069007,0.3709975030600127
axis1,BlueprintBench 2,Multimodal Understanding,0.67322695694258,0.0789751866628418,1.5794142259897708,1.4090777191347568,0.22827223939409477
axis1,MMLU Pro Chemistry,Chemistry,0.6480546657131245,0.2841851800947357,1.1603517563199184,1.3736743331185335,0.2225644090452434
axis1,MultiNRC,Advanced Language and Writing,0.6476547488428646,0.38730738584066443,0.8800679217062579,1.1982249153230713,0.2921530447844994
axis1,WeirdML v2,Autonomous SWE,0.6291165515374375,0.4727650957816065,0.7686344943436991,1.0010036451694313,0.3949943691579809
axis1,AISI CTF Suites - Expert,Cyber,0.6250494408752678,0.07323055905631211,1.3271920047181125,1.5245622681251276,0.1680886572463533
axis1,GBAEval,Autonomous SWE,0.6162108421690594,0.04629900146252263,1.560471353948617,1.2043000857983153,0.2618118118773004
axis1,LAB-Bench SeqQA,Biology,0.609448746416468,0.3649154918694873,0.871719674050358,0.8352656401671565,0.5323841818072889
axis1,GPQA Main Biology,Biology,0.5773105394762335,0.18699616374382888,1.01708216792331,1.0194906735481417,0.32066566297024185
axis1,FrontierCode,Autonomous SWE,0.5664110099948245,0.18939664114115992,0.9074799045824444,0.878148222968944,0.41603294171771193
axis1,AISI Cyber Ranges - Cooling Tower,Cyber,0.5654173434903282,0.04332956536037929,1.5377928736460917,1.003486079481877,0.3174793972465464
axis1,Surface Evolver Bench,Autonomous SWE,0.5629557041406898,0.08772625816747585,1.1704231288175297,1.2955789356452823,0.18880813014274514
axis1,EBR-bench,General Reasoning,0.550721892517989,0.051945484949707264,1.2663065486958944,1.2569275203922126,0.19197479466412798
axis1,InterCode-CTF,Cyber,0.5267060321380123,0.10384525734272725,1.2260166295238524,2.2920231718540784,0.05280786098374005
axis1,AudioMultiChallenge,Multimodal Understanding,0.5188336705526636,0.09548845707547811,1.067483277664279,0.6070942259013,0.7303719749164085
axis1,MMLU Chemistry,Chemistry,0.5081543802632511,0.25695453648519767,0.7403705134335844,0.7160522430436927,0.5036187932211894
axis1,CL-bench Life,General Reasoning,0.5052662099663978,0.13388302225684795,0.8453379010021611,0.6763025542099114,0.5581596731310997
axis1,METR Time Horizons,Autonomous SWE,0.4929279168064214,0.3520192920035327,0.6523254959780643,0.8168652352895094,0.3641380004130673
axis1,OSWorld 2.0,Agentic Computer Use,0.48512417479249426,0.04668275389299491,1.1107912640407354,1.15279645808506,0.17709266237785387
axis1,OSWorld,Agentic Computer Use,0.4784883136792839,0.043295925325023646,1.159892227196593,0.9536596711891095,0.2517420913764782
axis1,LMCA,General Reasoning,0.44480910362522996,0.31453372256674444,0.5594158074727499,0.7624368423011348,0.3403608394844578
axis1,DrugDiscoveryBench,Biology,0.4447918156931894,0.05540756852385723,1.017336886325749,0.7541889626530006,0.3478189424828662
axis1,LAB-Bench Cloning,Biology,0.4312958705527891,0.055922069957326716,1.0659508230321433,1.4405266366655007,0.08964127264524621
axis1,SWE Atlas,Autonomous SWE,0.4264102364824869,0.07767897723064363,0.808428061868581,0.8645293598537637,0.2432740304320581
axis1,GPQA Diamond Biology,Biology,0.4113329835644434,0.06459383733240928,0.868488982684399,0.7656974034579483,0.28858431486897296
axis1,LAB-Bench LitQA2,Biology,0.38878177626974675,0.15380193274542545,0.6137687095692627,0.4846197102950555,0.6435905401813586
axis1,CL-bench,General Reasoning,0.3823618445886896,0.15428748567475173,0.6041903960993862,0.4941874685334956,0.5986398717124511
axis1,NL2Bash,Cyber,0.3804460372186671,0.044265141702407584,0.8337417340380517,1.191842698640098,0.10189391496206898
axis1,SimpleQA Verified,Domain Specific Questions,0.37074999632131733,0.04073394481538854,0.7777531505441251,1.0115452037550028,0.13433578588375694
axis1,MirrorCode,Autonomous SWE,0.3689574452413813,0.019987640722156887,1.358087224037993,0.8431923808216862,0.19146932657082283
axis1,LAB-Bench Protocol,Biology,0.3654850743014362,0.1557178151623682,0.6108968324164837,0.8909003648086633,0.16829879957232177
axis1,OEIS Open Lite,Mathematics,0.3450756669281178,0.017979052215508037,1.4192618143019136,0.6274491223568565,0.30246257118284586
axis1,ExploitBench,Cyber,0.33731567913235283,0.02176886561969525,1.0839466808315363,1.2490567588007,0.07293041916296286
axis1,FrontierMath Erdos,Mathematics,0.3217339162167089,0.016556712302326384,1.2464555544052545,0.6810571865085214,0.2231652299684551
axis1,FrontierSWE v2,Autonomous SWE,0.2961747340160604,0.014529302809133223,1.1576909577814414,0.8507327403285556,0.12120198160474041
axis1,GDP.pdf,Domain Specific Questions,0.29463634128618343,0.05006956128797862,0.6032647500950022,0.6514745028758596,0.20453977767345694
axis1,CyScenarioBench,Cyber,0.28380031946489004,0.014074458034607542,1.2195693362268238,1.2521527182638226,0.05137018842353121
axis1,MultiChallenge,Advanced Language and Writing,0.28069489358806055,0.04288264601935765,0.5571482225278396,0.5515520231502908,0.25899779105597887
axis1,MMLU Pro Biology,Biology,0.25349774787381985,0.021860189415173103,0.6956073744232684,0.8670110198819637,0.08548678329020151
axis1,Visual Task Assessment (VISTA),Multimodal Understanding,0.24609427894619512,0.09396723290180545,0.39463865445542895,0.3794423797476705,0.4206407705918666
axis1,Balrog,General Reasoning,0.24160717605462,0.028449405037839257,0.48305735871974964,0.6065155315252996,0.1586849740591946
axis1,Lech Mazur Writing,Advanced Language and Writing,0.2393276311218892,0.05409862107463137,0.4580081280534789,0.44847466229707067,0.2847802462965603
axis1,MMLU-Pro,Domain Specific Questions,0.23769414700942243,0.07460005802835606,0.461633373946943,0.8659005209440195,0.07535307396707248
axis1,SEAL Tool Use (Enterprise),Agentic Computer Use,0.23676701541808642,0.023679823517064987,0.5734199533342477,0.7022259258110998,0.11368120820144359
axis1,WinoGrande,Trivia & Commonsense QA,0.23573113016893563,0.06433631274509682,0.51323017417725,0.8669583550155071,0.07393284253292214
axis1,MMLU Biology,Biology,0.2321212319911901,0.04287731413620556,0.42767289586285273,0.4506069765069304,0.26535905450178876
axis1,TutorBench,Advanced Language and Writing,0.22956932135455232,0.08114154721448998,0.36305801691203854,0.3296428191275336,0.4849985738570699
axis1,PRBench,Domain Specific Questions,0.21838154991976788,0.04592248587920758,0.38298929818938443,0.32710083973432647,0.44572661771075595
axis1,WMDP Chemistry,Chemistry,0.20724422739648277,0.028210278848258965,0.6171079563857281,0.881600047274959,0.055261373561179064
axis1,AISI Cyber Ranges - The Last Ones,Cyber,0.1826837789622809,0.010383830710318778,0.7723365695149654,1.5839312142337758,0.013302318395921636
axis1,CTI-REALM,Cyber,0.18003903740319482,0.014997118168336869,0.48791757645490724,0.52999274530697,0.11539673328923056
axis1,PostTrainBench v1.1,Autonomous SWE,0.16992211667869145,0.009058826961283649,0.7276079731179428,0.5707485123567594,0.08863601907998715
axis1,GeoBench,Multimodal Understanding,0.15816696686386789,0.008934189110812523,0.5169389972221835,0.3793653657750976,0.17382659132613965
axis1,TriviaQA,Trivia & Commonsense QA,0.15503187401846685,0.007563382682323747,0.6049885693345078,0.7410387319230135,0.04376835031923965
axis1,GDPval,Core AGI Progress,0.14180473283789252,0.007360408672411459,0.6422428651954571,1.3047131396903897,0.011812759977362178
axis1,HellaSwag,Trivia & Commonsense QA,0.1368890749263199,0.010748162176926762,0.5144821606268942,0.8272994389795769,0.027378655526896205
axis1,GSM8K,Mathematics,0.10986785391211436,0.005558709669097973,0.6617324569328641,1.5595621078691082,0.004962904671414076
axis1,ARC AI2,Domain Specific Questions,0.09929041145492937,0.004867773587054222,0.464677017541387,1.6427392017914084,0.0036532330548636957
axis1,CyberGym,Cyber,0.07570381259867132,0.0033861910193515787,0.3988090142105194,0.8096434187832386,0.008742747263303327
axis1,DeepResearch Bench,Agentic Computer Use,0.06458522191990193,0.0035997432320585276,0.22856714381261206,0.2518148460677717,0.06578148154622677
axis1,PIQA,Trivia & Commonsense QA,0.05416524370487467,0.0025874109191808075,0.23503304176506484,0.39793655667022754,0.018527367993340028
axis1,OpenBookQA,Trivia & Commonsense QA,0.05079619343520417,0.002411521874659417,0.26724285423591465,1.3704460211132414,0.0013738473111806616
axis1,WMDP Biology,Biology,0.047592093766861535,0.002415926098676941,0.3214885417242478,0.6932954595890873,0.004712299782082013
axis1,MMLU,Domain Specific Questions,0.042613322293475614,0.0019285463834246327,0.31763866267029167,1.0892616968418367,0.0015304753000488628
