model,axis,n_obs,is_human,is_sota,is_low_obs,chained,informed,release_date,mean,median,sd,chain_split,outside_50,outside_50_central,lump_lo,lump_hi,hi_share,sum_spread,axis_spread,ridge_ratio,lump_gap
Aria,axis1,1,False,False,True,False,False,2024-09-30 00:00:00,0.16822463090800047,0.21344316319651072,0.9502007616626088,False,False,False,,,,0.014183914706683393,0.06527304163341296,0.21730126790081608,
Aria,axis2,1,False,False,True,False,False,2024-09-30 00:00:00,0.14826771527022964,0.1778369885862089,0.972489366684205,False,False,False,,,,0.014183914706683393,0.06527304163341296,0.21730126790081608,
Aria,axis3,1,False,False,True,False,False,2024-09-30 00:00:00,0.143143901944937,0.1725894639071442,0.9759271038409353,False,False,False,,,,0.014183914706683393,0.06527304163341296,0.21730126790081608,
Aria,axis4,1,False,False,True,False,False,2024-09-30 00:00:00,0.13935036938642678,0.16952727101363052,0.9718486991764146,False,False,False,,,,0.014183914706683393,0.06527304163341296,0.21730126790081608,
Average Human,axis1,13,True,False,False,False,False,,0.011204327068199791,-0.5444009783266877,2.498376354206416,True,True,False,-1.4981038288376236,3.532923357515143,0.3,0.17659447259560263,2.1831406168630823,0.0808901044813816,5.031027186352767
Average Human,axis2,13,True,False,False,False,False,,0.19899525390233727,-0.665146107453062,2.3469904628002634,True,True,False,-1.207087830640387,3.4798557845020546,0.3,0.17659447259560263,2.1831406168630823,0.0808901044813816,4.686943615142441
Average Human,axis3,13,True,False,False,False,False,,-0.27634995027443454,-0.9185064192917063,2.128721957226667,True,True,False,-1.2535675583558146,3.632520482051129,0.2,0.17659447259560263,2.1831406168630823,0.0808901044813816,4.8860880404069436
Average Human,axis4,13,True,False,False,False,False,,-0.19898193180200102,-0.6941411689843864,2.1770531298131868,True,False,False,-1.1545164095455605,3.623155979172249,0.2,0.17659447259560263,2.1831406168630823,0.0808901044813816,4.77767238871781
Baichuan-13B-Base,axis1,3,False,False,True,False,False,2023-07-11 00:00:00,-0.31413245872187706,-0.29695133999478585,0.8070910286613983,False,False,False,,,,0.06629727088883909,0.17252923497997885,0.3842668803147047,
Baichuan-13B-Base,axis2,3,False,False,True,False,False,2023-07-11 00:00:00,-0.2535842580763312,-0.2235137033783608,0.8028896530426487,False,False,False,,,,0.06629727088883909,0.17252923497997885,0.3842668803147047,
Baichuan-13B-Base,axis3,3,False,False,True,False,False,2023-07-11 00:00:00,-0.2523601611252845,-0.22763379422832525,0.8154515702598711,False,False,False,,,,0.06629727088883909,0.17252923497997885,0.3842668803147047,
Baichuan-13B-Base,axis4,3,False,False,True,False,False,2023-07-11 00:00:00,-0.23289560623522917,-0.2144389855906794,0.8264374653965347,False,False,False,,,,0.06629727088883909,0.17252923497997885,0.3842668803147047,
Baichuan-2-13B-Base,axis1,8,False,False,False,False,False,2023-09-06 00:00:00,-0.1691019111839984,-0.22338522426729834,0.9468578817059973,False,False,False,,,,0.47157032345636674,0.608059146653984,0.7755336401916075,
Baichuan-2-13B-Base,axis2,8,False,False,False,False,False,2023-09-06 00:00:00,-0.3676258429187767,-0.5317525484846293,1.0137065594825199,False,False,False,,,,0.47157032345636674,0.608059146653984,0.7755336401916075,
Baichuan-2-13B-Base,axis3,8,False,False,False,False,False,2023-09-06 00:00:00,-0.40882162842501885,-0.49427551552421056,0.8452628819451539,False,False,False,,,,0.47157032345636674,0.608059146653984,0.7755336401916075,
Baichuan-2-13B-Base,axis4,8,False,False,False,False,False,2023-09-06 00:00:00,-0.15323448171145526,-0.13455673265144852,0.939401472487785,False,False,False,,,,0.47157032345636674,0.608059146653984,0.7755336401916075,
Baichuan-2-7B-Base,axis1,7,False,False,False,False,False,2023-09-20 00:00:00,-0.36335716156345704,-0.23531690591293392,0.9445575816755095,False,False,False,,,,0.3545621484502604,0.6133431770830888,0.5780811814626713,
Baichuan-2-7B-Base,axis2,7,False,False,False,False,False,2023-09-20 00:00:00,-0.5417896739700725,-0.5996530393108521,0.9964499926951094,False,False,False,,,,0.3545621484502604,0.6133431770830888,0.5780811814626713,
Baichuan-2-7B-Base,axis3,7,False,False,False,False,False,2023-09-20 00:00:00,-0.5447771555098009,-0.5448491240945891,0.9103403818190395,False,False,False,,,,0.3545621484502604,0.6133431770830888,0.5780811814626713,
Baichuan-2-7B-Base,axis4,7,False,False,False,False,False,2023-09-20 00:00:00,-0.2572479525777026,-0.13885691455475735,0.8787628122674664,False,False,False,,,,0.3545621484502604,0.6133431770830888,0.5780811814626713,
Baichuan-7B,axis1,4,False,False,False,False,False,2023-06-01 00:00:00,-0.6588099133300789,-0.6457437515639106,0.764163323478989,False,False,False,,,,0.062032231171414765,0.2960468837702094,0.20953516004432587,
Baichuan-7B,axis2,4,False,False,False,False,False,2023-06-01 00:00:00,-0.6081445523061253,-0.5841111707004907,0.7654034559184567,False,False,False,,,,0.062032231171414765,0.2960468837702094,0.20953516004432587,
Baichuan-7B,axis3,4,False,False,False,False,False,2023-06-01 00:00:00,-0.5621249253654188,-0.5431012550047273,0.7807267753771175,False,False,False,,,,0.062032231171414765,0.2960468837702094,0.20953516004432587,
Baichuan-7B,axis4,4,False,False,False,False,False,2023-06-01 00:00:00,-0.5362880846997543,-0.5232772059343784,0.800763471280495,False,False,False,,,,0.062032231171414765,0.2960468837702094,0.20953516004432587,
Baichuan2-13B-Chat,axis1,3,False,False,True,False,False,2023-09-06 00:00:00,-0.16106616162681184,-0.12725572847447852,0.7951010376980165,False,False,False,,,,0.02738347695240043,0.10849740027710648,0.2523883234295199,
Baichuan2-13B-Chat,axis2,3,False,False,True,False,False,2023-09-06 00:00:00,-0.12706430812016709,-0.08454415348466002,0.8035325950596146,False,False,False,,,,0.02738347695240043,0.10849740027710648,0.2523883234295199,
Baichuan2-13B-Chat,axis3,3,False,False,True,False,False,2023-09-06 00:00:00,-0.1707030545074389,-0.12722052450261767,0.8047998312518172,False,False,False,,,,0.02738347695240043,0.10849740027710648,0.2523883234295199,
Baichuan2-13B-Chat,axis4,3,False,False,True,False,False,2023-09-06 00:00:00,-0.14493473367326742,-0.10765719892689378,0.8152061205748106,False,False,False,,,,0.02738347695240043,0.10849740027710648,0.2523883234295199,
ByteVideoLLM-14B,axis1,1,False,False,True,False,False,2024-10-13 00:00:00,0.08001367615960667,0.1131372714276904,0.9324476327171256,False,False,False,,,,0.019261823671635692,0.03564872648231981,0.5403229111477154,
ByteVideoLLM-14B,axis2,1,False,False,True,False,False,2024-10-13 00:00:00,0.08630086478702277,0.11284721027899663,0.9598216963617378,False,False,False,,,,0.019261823671635692,0.03564872648231981,0.5403229111477154,
ByteVideoLLM-14B,axis3,1,False,False,True,False,False,2024-10-13 00:00:00,0.06969577624130079,0.09351661030488337,0.9511215344591892,False,False,False,,,,0.019261823671635692,0.03564872648231981,0.5403229111477154,
ByteVideoLLM-14B,axis4,1,False,False,True,False,False,2024-10-13 00:00:00,0.06978878926932931,0.09814550656973124,0.9573691322166589,False,False,False,,,,0.019261823671635692,0.03564872648231981,0.5403229111477154,
Cerebras-GPT-13B,axis1,7,False,False,False,False,False,2023-03-20 00:00:00,-0.9625886524772963,-0.977671960381829,0.8243542767114836,False,False,False,,,,0.11272851629343804,0.4215424313165498,0.2674191443584159,
Cerebras-GPT-13B,axis2,7,False,False,False,False,False,2023-03-20 00:00:00,-0.9681715070695144,-0.9372121847405306,0.7518833568471974,False,False,False,,,,0.11272851629343804,0.4215424313165498,0.2674191443584159,
Cerebras-GPT-13B,axis3,7,False,False,False,False,False,2023-03-20 00:00:00,-0.9231362569327766,-0.9059932623857838,0.7857667360156472,False,False,False,,,,0.11272851629343804,0.4215424313165498,0.2674191443584159,
Cerebras-GPT-13B,axis4,7,False,False,False,False,False,2023-03-20 00:00:00,-0.8488799841371237,-0.8246085958837208,0.7964075505114705,False,False,False,,,,0.11272851629343804,0.4215424313165498,0.2674191443584159,
Chat-Uni-Vi-7B-v1.5 + 100k SG-WV,axis1,1,False,False,True,False,False,2024-06-20 00:00:00,-0.4684319114761957,-0.47757897472186356,0.9118601899312533,False,False,False,,,,0.016953877348796973,0.1893170518305023,0.08955282783494839,
Chat-Uni-Vi-7B-v1.5 + 100k SG-WV,axis2,1,False,False,True,False,False,2024-06-20 00:00:00,-0.3325940918991744,-0.34100023377924515,0.9430339828632878,False,False,False,,,,0.016953877348796973,0.1893170518305023,0.08955282783494839,
Chat-Uni-Vi-7B-v1.5 + 100k SG-WV,axis3,1,False,False,True,False,False,2024-06-20 00:00:00,-0.3834980502879525,-0.39138595955332633,0.935557768056506,False,False,False,,,,0.016953877348796973,0.1893170518305023,0.08955282783494839,
Chat-Uni-Vi-7B-v1.5 + 100k SG-WV,axis4,1,False,False,True,False,False,2024-06-20 00:00:00,-0.3677154582440589,-0.3791468676038555,0.9418215968693936,False,False,False,,,,0.016953877348796973,0.1893170518305023,0.08955282783494839,
Chat-UniVi-7B-v1.5,axis1,1,False,False,True,False,False,2024-04-23 00:00:00,-0.5234753080262178,-0.5347718611137589,0.9106626584151857,False,False,False,,,,0.01129828564907039,0.20345332496393168,0.055532568224546615,
Chat-UniVi-7B-v1.5,axis2,1,False,False,True,False,False,2024-04-23 00:00:00,-0.37580794133572387,-0.38505003727364456,0.9490453257664185,False,False,False,,,,0.01129828564907039,0.20345332496393168,0.055532568224546615,
Chat-UniVi-7B-v1.5,axis3,1,False,False,True,False,False,2024-04-23 00:00:00,-0.43241313849500795,-0.4431688758298963,0.9353726893054388,False,False,False,,,,0.01129828564907039,0.20345332496393168,0.055532568224546615,
Chat-UniVi-7B-v1.5,axis4,1,False,False,True,False,False,2024-04-23 00:00:00,-0.41371526951822185,-0.4265152085236211,0.9361264567420993,False,False,False,,,,0.01129828564907039,0.20345332496393168,0.055532568224546615,
ChatGPT agent,axis1,1,False,False,True,False,False,2025-07-17,0.1762834660991955,0.19293316636928687,1.0153134685686096,False,False,False,,,,0.031034462452607083,0.17865290934940467,0.17371372548941083,
ChatGPT agent,axis2,1,False,False,True,False,False,2025-07-17,0.35844468629101256,0.43642948688579175,0.9715677178592744,False,False,False,,,,0.031034462452607083,0.17865290934940467,0.17371372548941083,
ChatGPT agent,axis3,1,False,False,True,False,False,2025-07-17,0.2928122494669078,0.349590137459897,0.9974681020542153,False,False,False,,,,0.031034462452607083,0.17865290934940467,0.17371372548941083,
ChatGPT agent,axis4,1,False,False,True,False,False,2025-07-17,0.3158332490521434,0.38108801342331106,0.9880653665139537,False,False,False,,,,0.031034462452607083,0.17865290934940467,0.17371372548941083,
Chinchilla (70B),axis1,6,False,False,False,False,False,2022-03-29 00:00:00,0.014786013691101375,0.10057559718285666,0.6601076911316355,False,False,False,,,,0.10375266368079693,0.29950975342946184,0.3464082972016867,
Chinchilla (70B),axis2,6,False,False,False,False,False,2022-03-29 00:00:00,0.04456490881708705,0.13240641127129038,0.7467036441205837,False,False,False,,,,0.10375266368079693,0.29950975342946184,0.3464082972016867,
Chinchilla (70B),axis3,6,False,False,False,False,False,2022-03-29 00:00:00,-0.0313359118790445,0.052497173850201945,0.7346987557502831,False,False,False,,,,0.10375266368079693,0.29950975342946184,0.3464082972016867,
Chinchilla (70B),axis4,6,False,False,False,False,False,2022-03-29 00:00:00,-0.07227928826087346,0.01632881899635391,0.7524923713726837,False,False,False,,,,0.10375266368079693,0.29950975342946184,0.3464082972016867,
CodeQwen1.5-7B,axis1,4,False,False,False,True,False,2024-04-15 00:00:00,-0.6081122270317254,-0.5429593239960346,0.7063188175047763,False,False,False,,,,0.10213672241541914,0.3828004524695487,0.2668145289706626,
CodeQwen1.5-7B,axis2,4,False,False,False,True,False,2024-04-15 00:00:00,-0.45536078164140664,-0.36686130246323334,0.6848000422817082,False,False,False,,,,0.10213672241541914,0.3828004524695487,0.2668145289706626,
CodeQwen1.5-7B,axis3,4,False,False,False,True,False,2024-04-15 00:00:00,-0.6273420033656687,-0.5414271568112283,0.6982107821373915,False,False,False,,,,0.10213672241541914,0.3828004524695487,0.2668145289706626,
CodeQwen1.5-7B,axis4,4,False,False,False,True,False,2024-04-15 00:00:00,-0.5867219829109465,-0.5208441472496732,0.7181249734127044,False,False,False,,,,0.10213672241541914,0.3828004524695487,0.2668145289706626,
Committee of Average Humans,axis1,5,True,False,False,False,False,,0.6971465254790161,0.6278465440120029,2.423074000373918,True,False,False,-0.6761827110492279,3.9015814107116427,0.3,0.20981443798035346,2.065968143424168,0.10155744107099528,4.577764121760871
Committee of Average Humans,axis2,5,True,False,False,False,False,,0.8679043136159782,0.3060605577270986,2.2775579870210287,True,True,False,-0.4158886628617239,3.863421258730614,0.3,0.20981443798035346,2.065968143424168,0.10155744107099528,4.279309921592338
Committee of Average Humans,axis3,5,True,False,False,False,False,,0.49740789920469475,0.13605808310159123,2.061240547764239,True,False,False,-0.3834723747626952,4.020928995074264,0.2,0.20981443798035346,2.065968143424168,0.10155744107099528,4.404401369836959
Committee of Average Humans,axis4,5,True,False,False,False,False,,0.5892537668758608,0.37596997843420593,2.1311532038668486,True,False,False,-0.26908561807710085,4.022611306687721,0.2,0.20981443798035346,2.065968143424168,0.10155744107099528,4.291696924764822
Committee of Domain Experts,axis1,3,True,False,False,False,False,,1.8787104508074486,1.444667132583676,2.59761495695196,True,True,False,0.33308982334400516,5.485158581555495,0.3,0.14391656638316944,2.3129331572298,0.06222253588838612,5.15206875821149
Committee of Domain Experts,axis2,3,True,False,False,False,False,,2.124096036682979,1.2173711192937737,2.558082512134663,True,True,False,0.5632013368514212,5.766183669623175,0.3,0.14391656638316944,2.3129331572298,0.06222253588838612,5.202982332771755
Committee of Domain Experts,axis3,3,True,False,False,False,False,,1.6399244170402905,1.1732064895011478,2.223507795084687,True,False,False,0.626683323815538,5.692888789939307,0.2,0.14391656638316944,2.3129331572298,0.06222253588838612,5.066205466123769
Committee of Domain Experts,axis4,3,True,False,False,False,False,,1.726424396223837,1.345497202212636,2.2682045814746443,True,False,False,0.712097454096262,5.783732164734018,0.2,0.14391656638316944,2.3129331572298,0.06222253588838612,5.071634710637756
Committee of Skilled Generalists,axis1,1,True,False,False,False,False,,1.1362483553908331,0.44326504801845923,2.489504032108376,True,True,False,-0.330931652385115,4.559668373534755,0.3,0.6519645176940821,2.1968660824662685,0.2967702596428486,4.890600025919871
Committee of Skilled Generalists,axis2,1,True,False,False,False,False,,1.4853245318256059,0.6358890174236556,2.5515792072767276,True,True,False,-0.017696689972436945,4.9923740493543205,0.3,0.6519645176940821,2.1968660824662685,0.2967702596428486,5.010070739326758
Committee of Skilled Generalists,axis3,1,True,False,False,False,False,,0.952023505814098,0.3549807930885438,2.1472395248692626,True,True,False,0.012148813694084618,4.711522274294139,0.2,0.6519645176940821,2.1968660824662685,0.2967702596428486,4.699373460600055
