axis,tier,human_mean,human_hdi_low,human_hdi_high,crossover_date_median,crossover_hdi_low,crossover_hdi_high,p_passed_now,frac_positive_slope,status,hdi80_low,hdi80_high
axis2,Committee of Skilled Generalists,-3.1432467493163636,-4.475024533259865,4.968268881895484,2018-01-06 01:23:45.897732821,2003-02-05 23:51:25.993322081,2034-06-18 23:55:00.380922421,0.945,0.9983333333333333,passed_mean,2003-02-05 23:51:25.993322081,2034-06-18 23:55:00.380922421
axis2,High School Qualifier,-2.2439410702501714,-3.1307071384573604,2.107696810361472,2019-05-28 02:31:19.184387309,2009-07-12 08:29:56.598104209,2029-04-28 22:14:25.806668904,0.9752083333333333,0.9983333333333333,passed_ci,2009-07-12 08:29:56.598104209,2029-04-28 22:14:25.806668904
axis2,Domain Expert,-2.1601220858479335,-3.049882903391435,4.74288849011652,2019-07-17 14:53:26.303668065,2008-12-24 06:25:48.033745544,2035-08-01 11:30:16.221858624,0.94375,0.9983333333333333,passed_mean,2008-12-24 06:25:48.033745544,2035-08-01 11:30:16.221858624
axis2,Committee of Domain Experts,-1.8261965558319804,-2.774385031132757,5.586446008382665,2020-02-12 03:21:46.683479016,2008-03-30 05:35:13.180845226,2035-03-16 07:41:20.550206106,0.9420833333333334,0.9983333333333333,passed_mean,2008-03-30 05:35:13.180845226,2035-03-16 07:41:20.550206106
axis2,High School Top Performer,-1.498431440804279,-2.7035240224735624,3.1957084701806693,2020-08-30 01:01:51.601433632,2012-01-18 21:27:18.617687593,2030-03-24 23:21:55.133946521,0.9545833333333333,0.9983333333333333,passed_mean,2012-01-18 21:27:18.617687593,2030-03-24 23:21:55.133946521
axis2,Top Performer,-0.9281483686354538,-2.3309496133657808,5.533805220005513,2021-08-02 04:29:34.673551532,2011-05-10 07:03:30.708925130,2033-03-20 09:32:57.476455500,0.935625,0.9983333333333333,passed_mean,2011-05-10 07:03:30.708925130,2033-03-20 09:32:57.476455500
axis3,Average Human,0.2014145886140296,-2.0409899767515056,3.044343660196008,2024-02-29 00:00:00.000000630,2020-04-17 23:37:32.746977105,2029-12-27 14:18:38.781161568,0.82375,0.99,passed_mean,2020-04-17 23:37:32.746977105,2029-12-27 14:18:38.781161568
axis3,High School Qualifier,0.771837064270471,-1.1865266735421223,2.5377364132790317,2024-06-19 23:59:59.999999213,2022-03-03 19:59:56.108952651,2027-09-26 11:28:38.947804449,0.9404166666666667,0.99,passed_mean,2022-03-03 19:59:56.108952651,2027-09-26 11:28:38.947804449
axis3,Skilled Generalist,0.8039436716755995,-1.6506331748205536,5.410066259120796,2024-10-22 00:00:00.000003144,2020-05-11 21:43:12.390240408,2040-04-13 22:54:53.628042335,0.66625,0.99,passed_mean,2020-05-11 21:43:12.390240408,2040-04-13 22:54:53.628042335
axis3,Committee of Average Humans,1.1031577281083673,-1.3422618732112512,3.530538380547205,2024-10-22 00:00:00.000003144,2021-09-29 15:21:16.620715543,2032-03-14 10:51:42.779771850,0.7641666666666667,0.99,passed_mean,2021-09-29 15:21:16.620715543,2032-03-14 10:51:42.779771850
axis3,Committee of Skilled Generalists,1.8167616205812323,-1.0509735435046788,6.470299215416003,2026-02-05 00:00:00.000002989,2021-05-30 23:57:56.742892125,2045-06-15 23:22:32.531897815,0.6354166666666666,0.99,passed_mean,2021-05-30 23:57:56.742892125,2045-06-15 23:22:32.531897815
axis3,Domain Expert,1.8227977103417745,-0.5502232256936448,6.316756273563499,2026-02-05 00:00:00.000002989,2021-07-07 07:01:55.698873876,2044-03-29 10:08:16.367314444,0.6410416666666666,0.99,passed_mean,2021-07-07 07:01:55.698873876,2044-03-29 10:08:16.367314444
axis3,High School Top Performer,1.8911649587817432,-0.46881527730845757,3.963651827233342,2025-12-10 23:59:59.999996544,2022-09-16 18:16:15.950970376,2031-10-15 14:30:07.157424888,0.7320833333333333,0.99,passed_mean,2022-09-16 18:16:15.950970376,2031-10-15 14:30:07.157424888
axis3,Committee of Domain Experts,2.5218761185047422,-0.06344214013188525,7.53502766817005,2026-05-28 00:00:00.000001572,2022-06-22 06:23:14.883268732,2049-06-28 23:05:24.201885986,0.59125,0.99,passed_mean,2022-06-22 06:23:14.883268732,2049-06-28 23:05:24.201885986
axis3,Top Performer,3.2041081348865816,0.35751796002183317,6.905888259824997,2026-09-06 08:27:46.632304797,2023-01-04 09:02:10.159919856,2047-01-07 14:38:18.222382898,0.4922916666666667,0.99,future,2023-01-04 09:02:10.159919856,2047-01-07 14:38:18.222382898
