name,mean,hdi_low,hdi_high
High School Qualifier,140.52297951071188,134.90084945108796,146.17847751831837
Domain Expert,147.79200163781303,144.0893524506606,152.96803912097516
Committee of Domain Experts,149.12044727394004,145.34462875519586,154.2112623226363
High School Top Performer,153.35936269614146,145.76672365942937,163.73230927272064
