name,mean,hdi_low,hdi_high
Skilled Generalist,157.87543727793695,148.28010059907504,170.30715208514025
Average Human,164.88000598018402,157.27693771358125,176.78076751360075
Committee of Domain Experts,178.42682240797228,164.801301809122,198.18408204729346
Top Performer,192.70940617053174,179.41320341150575,215.87824346320863
