fit,type,K,free_loadings,R2,RMSE,MAE,PIT_var,eta_rhat,divergences,max_phi
K=4 · pooled · merge · flagship,exploratory,4,388,0.9607,0.0457,0.0304,0.0474,1.102,1258,0.894
