axis,tier,human_mean,human_hdi_low,human_hdi_high,crossover_date_median,crossover_hdi_low,crossover_hdi_high,p_passed_now,frac_positive_slope,status,hdi80_low,hdi80_high
closed,High School Qualifier,140.52297951071188,137.70253409072913,143.55979883889543,2025-03-25 19:30:08.246156996,2025-02-15 17:49:17.811019634,2025-05-15 19:01:18.394462263,1.0,1.0,passed_ci,2025-01-01 01:25:00.075460664,2025-06-21 22:57:21.810287456
closed,Domain Expert,147.79200163781303,145.7703125745195,150.26732975871857,2025-07-18 04:42:06.903476360,2025-06-04 20:33:20.930342086,2025-08-12 04:38:39.770264627,1.0,1.0,passed_ci,2025-05-11 21:32:12.026987738,2025-09-26 18:20:58.770073230
closed,Committee of Domain Experts,149.12044727394004,147.09518499937863,151.5431307130259,2025-08-03 20:12:28.374999212,2025-06-19 08:46:34.881484759,2025-08-25 06:48:50.804680167,1.0,1.0,passed_ci,2025-05-28 20:46:32.394436256,2025-10-09 05:22:41.365674992
closed,High School Top Performer,153.35936269614146,149.35651490572738,158.41831705647252,2025-10-10 01:07:11.099700494,2025-08-08 03:37:36.306411404,2025-12-20 08:10:11.338113319,0.98725,1.0,passed_ci,2025-05-29 06:30:38.466137154,2026-02-13 18:06:09.326580825
open,High School Qualifier,140.52297951071188,137.70253409072913,143.55979883889543,2025-08-17 04:35:50.042332584,2025-06-21 06:33:12.714616218,2025-10-23 14:42:09.429915404,1.0,1.0,passed_ci,2025-04-27 15:32:25.548683150,2025-12-25 03:11:14.403585102
open,Domain Expert,147.79200163781303,145.7703125745195,150.26732975871857,2026-01-21 20:02:59.994428032,2025-11-13 13:14:26.128711417,2026-02-15 23:44:53.064118406,0.98425,1.0,passed_ci,2025-10-21 12:23:04.102503118,2026-05-02 19:59:25.977430590
open,Committee of Domain Experts,149.12044727394004,147.09518499937863,151.5431307130259,2026-02-15 13:03:15.859828728,2025-12-03 22:50:34.318336583,2026-03-10 22:26:18.796444267,0.97425,1.0,passed_mean,2025-11-19 23:08:42.853170624,2026-05-28 04:09:55.378815189
open,High School Top Performer,153.35936269614146,149.35651490572738,158.41831705647252,2026-05-17 13:43:07.403656152,2026-02-01 00:35:41.647655489,2026-08-05 18:37:35.315467711,0.7635,1.0,passed_mean,2025-11-13 06:43:09.093548781,2026-11-10 11:41:59.295092622
