name,mean,hdi_low,hdi_high,n_obs
Average Human,93.8497115513682,85.42037631977304,101.09333760296414,3
Skilled Generalist,117.82189537862604,114.02003547141392,120.96131447371116,11
High School Qualifier,138.40520101558303,132.77075838505812,143.37757243118145,1
Domain Expert,145.09402952890943,142.35528279492576,148.23225011077557,13
Committee of Domain Experts,150.2778666892105,146.4578795384621,154.98902286064285,2
High School Top Performer,164.2125142057293,157.01827496289124,173.17891796340857,4
Top Performer,210.20988567106843,195.9768021375742,228.01079594471344,2
