,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"theta_zsn_t_zerosum__[0, 633]",0.042196,0.070475,-0.089195,0.176197,0.000209,0.000261,113867.486377,62723.072389,1.000241
"theta_zsn_t_zerosum__[0, 634]",-0.251627,0.113407,-0.462048,-0.034673,0.000332,0.000432,117580.859718,60677.387077,1.000086
"theta_zsn_t_zerosum__[0, 635]",-0.021839,0.057032,-0.128193,0.085521,0.000189,0.000202,90703.280187,62586.013051,1.000076
"theta_zsn_t_zerosum__[0, 636]",0.268507,0.283051,-0.24734,0.823512,0.001094,0.001005,66387.125911,53699.560422,1.00045
"theta_zsn_t_zerosum__[0, 637]",0.742774,0.099888,0.557102,0.932662,0.000302,0.000379,109721.60703,61986.946655,1.000094
"theta_zsn_t_zerosum__[0, 638]",0.659241,0.348586,0.037175,1.332237,0.001176,0.001489,99982.138655,56174.587368,1.00009
"theta_zsn_t_zerosum__[0, 639]",-0.053432,0.189375,-0.401804,0.306396,0.00073,0.000575,67885.674246,65635.153113,1.000148
"theta_zsn_t_zerosum__[0, 640]",0.30158,0.066144,0.176237,0.423403,0.000479,0.000258,19062.677825,7633.965059,1.000617
"theta_zsn_t_zerosum__[0, 641]",0.111683,0.117684,-0.109812,0.332499,0.000343,0.000472,117547.927352,59332.891286,1.000087
"theta_zsn_t_zerosum__[0, 642]",0.236774,0.064763,0.11434,0.358015,0.000224,0.000223,83860.204897,64219.319138,1.000259
"theta_zsn_t_zerosum__[0, 643]",-1.785058,0.141945,-2.05953,-1.528314,0.000496,0.000536,84322.60772,57644.812965,1.000114
"theta_zsn_t_zerosum__[0, 644]",-1.382878,0.136245,-1.642532,-1.134378,0.000434,0.000551,102563.652068,54563.041715,1.001008
"theta_zsn_t_zerosum__[0, 645]",-1.346288,0.115106,-1.56223,-1.13211,0.000668,0.000426,27927.895028,54804.814164,1.000396
"theta_zsn_t_zerosum__[0, 646]",-2.622402,0.21787,-3.038194,-2.218568,0.000683,0.000839,103268.719204,56895.807864,1.000337
"theta_zsn_t_zerosum__[0, 647]",-2.801433,0.226571,-3.227983,-2.374482,0.00071,0.000868,102709.288701,59051.650776,1.000518
"theta_zsn_t_zerosum__[0, 648]",-2.347232,0.210708,-2.746745,-1.953737,0.000775,0.000817,73758.483048,60706.669841,1.000293
"theta_zsn_t_zerosum__[0, 649]",-1.602478,0.210971,-2.00468,-1.209982,0.00061,0.000852,119780.180216,60621.766689,1.000261
"theta_zsn_t_zerosum__[0, 650]",-0.615147,0.092116,-0.787154,-0.441407,0.000389,0.000341,57366.910466,60046.142568,1.000335
"theta_zsn_t_zerosum__[0, 651]",-0.69541,0.358457,-1.372883,-0.039398,0.001105,0.001398,112697.661842,57426.601116,1.000242
"theta_zsn_t_zerosum__[0, 652]",-0.536298,0.09437,-0.714348,-0.360657,0.000733,0.000466,16880.316348,3793.228762,1.000732
"theta_zsn_t_zerosum__[0, 653]",-0.607717,0.103337,-0.803142,-0.414512,0.0005,0.000394,41801.695392,59587.808231,1.0002
"theta_zsn_t_zerosum__[0, 654]",0.122265,0.181809,-0.220546,0.465459,0.000501,0.000738,131838.773468,57925.392286,1.000582
