name,mean,hdi_low,hdi_high,n_obs
High School Qualifier,-0.18843872079578408,-0.6987475157046448,0.3749451561502616,1
Committee of Domain Experts,0.2571520550471784,0.06622500813082861,0.4310282925886001,1
High School Top Performer,0.7596316589225177,0.22638512949470577,1.6216859242872963,1
Skilled Generalist,0.8532324114406284,0.10908688865713437,1.6238202712900827,1
Top Performer,0.948143641390895,-0.3258800915375496,2.3408978073451396,1
Domain Expert,2.453454776539777,1.9800145439130463,2.910770712822647,6
