model,release_date,C_mean,C_hdi_low,C_hdi_high,ECI_mean,ECI_hdi_low,ECI_hdi_high
qwen3.8-max_xhigh,2026-08-02,1.1747849285717944,1.0439271555389948,1.3173650598417552,163.4234705048413,156.43402446073844,174.40305989827695
claude-opus-5,2026-07-24,1.3765180334696545,1.0105739315413684,1.7865057484319575,167.2485156040184,157.43037559826695,181.84998745046835
claude-opus-5_max,2026-07-24,1.6131021447987834,1.48842182321624,1.7505407423075559,171.74563323952736,163.05301752348035,185.47890496775847
kimi-k3_unknown,2026-07-16,1.4909936322804405,1.2309067196793047,1.7783660748357442,169.52248844050828,160.33741858491186,183.87953920655485
gpt-5.6-sol_max,2026-07-09,1.6685076097622322,1.5392755747369837,1.809215326328717,172.8179782980029,163.91582526960184,186.96613454417567
grok-4.5_high,2026-07-08,0.842455114654125,0.7267138610077375,0.9747173429885619,157.1276982830716,151.59314475310893,165.55355843760148
claude-sonnet-5_unknown,2026-06-30,1.1265449177825229,0.6897227014131976,1.5132255812668045,162.3857296394658,152.72760926289476,175.40058082016685
glm-5.2_unknown,2026-06-16,1.1263030192167172,0.6596301536874318,1.5681358226229194,162.41479132594498,152.0971934433871,176.5180730792513
claude-fable-5_max,2026-06-09,1.7046938473349504,1.5710657965894872,1.8554578361304637,173.4908379977715,164.43292322173903,187.9548554468383
claude-fable-5,2026-06-09,1.6735917732616352,1.2829298262368323,2.042986617495229,172.75557418567146,161.82834681981717,188.76976057344112
claude-fable-5_unknown,2026-06-09,1.7340947153455528,1.3247257893886897,2.1639724376461706,173.9507170130505,162.7040371116428,191.29700289983293
claude-fable-5_high,2026-06-09,1.6379149956823311,1.457911926555842,1.8375037350364467,172.24860964371314,163.12610840813159,186.3165846408798
MiniMax-M3,2026-06-01,0.30554520662623763,-0.02260842444366302,0.5728612696282536,146.90032311474675,140.0926689877563,154.50954839264037
claude-opus-4-8_unknown,2026-05-28,1.1811589000276808,0.679201903829875,1.5473512158215503,163.35319069918023,152.65481393563635,176.79822125757292
deepseek-v4-pro_max,2026-04-24,0.42659207381817077,0.2803514689862765,0.5501584050347845,149.2186817099418,144.78081409987584,155.06557052665934
gpt-5.5-codex,2026-04-23,0.9828979590720004,-0.09545802717411969,1.5615877907566675,159.59595392643138,139.01849120206643,175.01883940894282
gpt-5.5-pro_xhigh,2026-04-23,1.6341919308386004,1.4803718968152388,1.8132335116320992,172.16037433594994,163.27952393439494,186.22542681705178
gpt-5.5_xhigh,2026-04-23,1.454165944707077,1.3333052129247531,1.5776261513989773,168.70522488220342,160.7483055134181,181.56924187143224
gpt-5.4-2026-03-05_xhigh,2026-03-05,1.1708886197197015,1.067805513639747,1.2772266801767342,163.39340709679158,156.52383420968104,173.9595742734828
gpt-5.4-pro-2026-03-05_unknown,2026-03-05,1.1735401630868332,0.9476469499242465,1.397720319254616,163.39154352380575,155.6665837041976,174.63143754942283
