model,release_date,C_mean,C_hdi_low,C_hdi_high,ECI_mean,ECI_hdi_low,ECI_hdi_high
gpt-6-astra_max,2026-09-03,2.1135607073937854,1.9043649690221816,2.352364372008291,177.63752819360502,169.38185426344387,188.93047805879877
deepseek-v4-pro-0813_max,2026-08-13,1.1237194353678035,0.9653289414682967,1.2923525696833538,158.74399723665306,153.6451477615201,165.48084864033902
qwen3.8-max_unknown,2026-08-02,1.3666967753019847,0.9427918621036804,1.7392813617671092,163.2761187623949,154.26812783955756,173.81390200651006
claude-opus-5_xhigh,2026-07-24,1.8493053017957748,1.57621532135012,2.1307686016566794,172.5618040173878,164.45198097882172,183.3498856088365
claude-opus-5,2026-07-24,1.3138663362496867,1.03924723103814,1.6185094463155951,162.37457811668327,155.47378594816186,171.51052543981777
kimi-k3_unknown,2026-07-16,1.6766483614079448,1.418440262461161,1.9680835085678523,169.30989078327684,161.6908021246195,179.47535917228262
gpt-5.6-sol_unknown,2026-07-09,2.480824099282502,2.1622340317002195,2.831476205851147,184.63418524004248,174.3814664781651,198.5409908325509
gpt-5.6-sol,2026-07-09,1.0233962411940678,0.4322225633945633,1.6530423184256346,156.79223258990532,145.26064272928528,170.75463845366824
grok-4.5_high,2026-07-08,1.067327580811598,0.9299136406138151,1.208512491441799,157.67193918475914,152.87961445947818,163.91768639566442
claude-sonnet-5_unknown,2026-06-30,1.3855151820884686,1.0832504130627676,1.6871570087379575,163.71389818048652,156.33213540517295,173.05924417990693
claude-sonnet-5,2026-06-30,0.34327312273701704,-0.6104912380481131,1.0714060814353092,143.8792147183462,125.5834009715612,158.58039427230273
glm-5.2_unknown,2026-06-16,1.235864429815691,0.8659588408569223,1.5840487090712585,160.83134036755246,152.76906451037559,170.4800318185059
claude-mythos-5,2026-06-09,2.4074292742713213,2.027038946209427,2.8639881387602424,183.23284121824963,172.57103687541158,198.13404183046745
MiniMax-M3,2026-06-01,0.5043100733292507,0.31546806796329235,0.6890733865470111,146.92008886774062,142.64079264265007,151.96022777554117
claude-opus-4-8,2026-05-28,0.5278876792942557,0.06046310440887407,1.1101241804578408,147.3814081064543,138.30720781333576,159.50810040848577
claude-opus-4-8_unknown,2026-05-28,1.5853064919253945,1.323793797545238,1.857757811927813,167.52237553402017,160.21311209732448,177.1701366985854
gpt-5.5-pro-pre-release_xhigh,2026-04-23,1.656134814342404,1.233860542479551,2.1632624101969578,168.93009747564213,159.3108309831077,182.08859207547007
claude-mythos-preview,2026-04-07,2.2098216567801487,1.8892711658457577,2.6095553497827466,179.53430013476233,169.99213778328206,192.8179062558931
claude-mythos-preview-early,2026-04-06,1.6561787963589012,1.4501885871536213,1.924305196728609,168.9801373683743,161.98162123281938,178.6374910613142
gpt-5.4-pro-2026-03-05_xhigh,2026-03-05,1.5167589712918808,1.335361713881341,1.7275812561832666,166.255850755012,159.9035078530781,174.87121858499913
gemini-3.1-pro-preview_high,2026-02-19,1.1951384795162912,0.9856788990986597,1.414781420877403,160.10940381175362,154.24128318947268,167.700118930421
