model,axis,n_obs,is_human,is_sota,is_low_obs,chained,informed,release_date,mean,median,sd,chain_split,outside_50,outside_50_central,lump_lo,lump_hi,hi_share,sum_spread,axis_spread,ridge_ratio,lump_gap
claude-3-7-sonnet-20250219_unknown,axis4,11,False,False,False,True,True,2025-02-24 00:00:00,0.497691068945405,0.4971977411875591,0.30106574692826094,False,False,False,,,,0.027882880663563724,0.012675001178008573,2.1998325895181123,
claude-3-haiku-20240307,axis1,24,False,False,False,True,True,2024-03-07 00:00:00,0.5826472874082446,0.5967816598946079,0.2995459000875253,False,False,False,,,,0.1213459090828733,0.08213217233902048,1.4774467255290484,
claude-3-haiku-20240307,axis2,24,False,False,False,True,True,2024-03-07 00:00:00,-0.9461334529708938,-0.9469190365068291,0.22067459063648212,False,False,False,,,,0.1213459090828733,0.08213217233902048,1.4774467255290484,
claude-3-haiku-20240307,axis3,24,False,False,False,True,True,2024-03-07 00:00:00,0.027946172465481773,0.023127404722556418,0.23931523437976923,False,False,False,,,,0.1213459090828733,0.08213217233902048,1.4774467255290484,
claude-3-haiku-20240307,axis4,24,False,False,False,True,False,2024-03-07 00:00:00,-0.5036490905559875,-0.5240838060393371,0.45086612394827214,False,False,False,,,,0.1213459090828733,0.08213217233902048,1.4774467255290484,
claude-3-opus-20240229,axis1,31,False,False,False,True,True,2024-02-29 00:00:00,1.0376682767120566,1.041481060876638,0.2391845957435452,False,False,False,,,,0.04047925761007621,0.022345240793699515,1.8115382145038141,
claude-3-opus-20240229,axis2,31,False,False,False,True,True,2024-02-29 00:00:00,-0.6697271781648964,-0.6688476994893029,0.17440905328809989,False,False,False,,,,0.04047925761007621,0.022345240793699515,1.8115382145038141,
claude-3-opus-20240229,axis3,31,False,False,False,True,True,2024-02-29 00:00:00,0.2819563723582458,0.27540829525719757,0.21930388053008404,False,False,False,,,,0.04047925761007621,0.022345240793699515,1.8115382145038141,
claude-3-opus-20240229,axis4,31,False,False,False,True,True,2024-02-29 00:00:00,0.355503609134275,0.35393877213169,0.29660448243062953,False,False,False,,,,0.04047925761007621,0.022345240793699515,1.8115382145038141,
claude-3-sonnet-20240229,axis1,22,False,False,False,True,True,2024-02-29 00:00:00,0.8099067692342558,0.8148694036135294,0.27944255654908473,False,False,False,,,,0.12353856624274942,0.037083248528513794,3.3313846856690295,
claude-3-sonnet-20240229,axis2,22,False,False,False,True,True,2024-02-29 00:00:00,-0.7629685182380406,-0.7639186295879266,0.21197060325263808,False,False,False,,,,0.12353856624274942,0.037083248528513794,3.3313846856690295,
claude-3-sonnet-20240229,axis3,22,False,False,False,True,True,2024-02-29 00:00:00,-0.06075690078836904,-0.06280069511969613,0.23096562916051422,False,False,False,,,,0.12353856624274942,0.037083248528513794,3.3313846856690295,
claude-3-sonnet-20240229,axis4,22,False,False,False,True,True,2024-02-29 00:00:00,-0.16948239209942811,-0.1754160310439542,0.37005940151211547,False,False,False,,,,0.12353856624274942,0.037083248528513794,3.3313846856690295,
claude-fable-5,axis1,3,False,True,True,True,True,2026-06-09 00:00:00,0.6641312443946195,0.6670465517597568,0.39350330376751685,False,False,False,,,,0.016638245563393207,0.08583513879389665,0.1938395603150848,
claude-fable-5,axis2,3,False,True,True,True,True,2026-06-09 00:00:00,1.3228618385991862,1.3240137747135599,0.3346219213265806,False,False,False,,,,0.016638245563393207,0.08583513879389665,0.1938395603150848,
claude-fable-5,axis3,3,False,True,True,True,True,2026-06-09 00:00:00,1.1268127075614844,1.1197654221676472,0.3681589497643819,False,False,False,,,,0.016638245563393207,0.08583513879389665,0.1938395603150848,
claude-fable-5,axis4,3,False,True,True,True,True,2026-06-09 00:00:00,2.890445467578494,2.883263272993543,0.3445989241628642,False,False,False,,,,0.016638245563393207,0.08583513879389665,0.1938395603150848,
claude-fable-5_high,axis1,8,False,True,False,True,True,2026-06-09 00:00:00,0.7427972046366591,0.746897310178099,0.3714794670241738,False,False,False,,,,0.033147424549958,0.0773469188711329,0.4285552034100371,
claude-fable-5_high,axis2,8,False,True,False,True,True,2026-06-09 00:00:00,1.443325630408007,1.443892637939275,0.3068839081955864,False,False,False,,,,0.033147424549958,0.0773469188711329,0.4285552034100371,
claude-fable-5_high,axis3,8,False,True,False,True,True,2026-06-09 00:00:00,1.3243538048724546,1.3161563976016026,0.3184503537047594,False,False,False,,,,0.033147424549958,0.0773469188711329,0.4285552034100371,
claude-fable-5_high,axis4,8,False,True,False,True,True,2026-06-09 00:00:00,2.759044536321194,2.7507961780375796,0.35272892035631465,False,False,False,,,,0.033147424549958,0.0773469188711329,0.4285552034100371,
claude-fable-5_low,axis1,4,False,False,False,True,True,2026-06-09 00:00:00,0.5075767633821445,0.5102028352962031,0.38442546317006876,False,False,False,,,,0.016023208985103454,0.08750639967421837,0.1831089959678035,
claude-fable-5_low,axis2,4,False,False,False,True,True,2026-06-09 00:00:00,1.2466181166528385,1.2466265010976467,0.30384740761769813,False,False,False,,,,0.016023208985103454,0.08750639967421837,0.1831089959678035,
claude-fable-5_low,axis3,4,False,False,False,True,True,2026-06-09 00:00:00,1.0026254077529149,0.9947568040389265,0.3210573870961598,False,False,False,,,,0.016023208985103454,0.08750639967421837,0.1831089959678035,
claude-fable-5_low,axis4,4,False,False,False,True,True,2026-06-09 00:00:00,2.602016886327356,2.594299337790854,0.3761170387954311,False,False,False,,,,0.016023208985103454,0.08750639967421837,0.1831089959678035,
