model,axis,n_obs,is_human,is_sota,is_low_obs,chained,informed,release_date,mean,median,sd,chain_split,outside_50,outside_50_central,lump_lo,lump_hi,hi_share,sum_spread,axis_spread,ridge_ratio,lump_gap
glm-5,axis3,14,False,False,False,True,True,2026-02-11 00:00:00,0.9453215324190494,0.9703346935939483,0.31761079394270175,False,False,False,,,,0.04393290639137635,0.22930404889165207,0.19159237093164014,
glm-5,axis4,14,False,False,False,True,True,2026-02-11 00:00:00,0.8199135558983075,0.8126329786586757,0.3229027255862945,False,False,False,,,,0.04393290639137635,0.22930404889165207,0.19159237093164014,
glm-5.1,axis1,13,False,False,False,True,True,2026-04-07 00:00:00,0.9301636250659074,0.9271164270912694,0.29558716521670375,False,False,False,,,,0.02530511994820678,0.11627615423577399,0.21762948830329742,
glm-5.1,axis2,13,False,False,False,True,True,2026-04-07 00:00:00,1.0036951476056575,1.0085389359858423,0.27719777606538576,False,False,False,,,,0.02530511994820678,0.11627615423577399,0.21762948830329742,
glm-5.1,axis3,13,False,False,False,True,True,2026-04-07 00:00:00,1.0043444346061676,1.003487024471166,0.25094681768255905,False,False,False,,,,0.02530511994820678,0.11627615423577399,0.21762948830329742,
glm-5.1,axis4,13,False,False,False,True,True,2026-04-07 00:00:00,1.0080448781119489,1.0078240829473852,0.24960758530792193,False,False,False,,,,0.02530511994820678,0.11627615423577399,0.21762948830329742,
glm-5.2_high,axis1,4,False,False,False,True,False,2026-06-16 00:00:00,1.107284180869391,1.10746503235838,0.4231237797641278,False,False,False,,,,0.01152357460857477,0.1780245317349993,0.0647302621513328,
glm-5.2_high,axis2,4,False,False,False,True,True,2026-06-16 00:00:00,1.1118358763601288,1.1100394960219226,0.3819752792230779,False,False,False,,,,0.01152357460857477,0.1780245317349993,0.0647302621513328,
glm-5.2_high,axis3,4,False,False,False,True,True,2026-06-16 00:00:00,1.1024520383645011,1.0954230542604972,0.3531346895257901,False,False,False,,,,0.01152357460857477,0.1780245317349993,0.0647302621513328,
glm-5.2_high,axis4,4,False,False,False,True,True,2026-06-16 00:00:00,1.1550898478029625,1.1449869451351262,0.36943954432986015,False,False,False,,,,0.01152357460857477,0.1780245317349993,0.0647302621513328,
glm-5.2_max,axis1,15,False,False,False,True,False,2026-06-16 00:00:00,1.1881099645462838,1.144264666258623,0.44787979378364207,False,False,False,,,,0.009977420591452084,0.30472657606531817,0.03274220686716023,
glm-5.2_max,axis2,15,False,False,False,True,False,2026-06-16 00:00:00,1.158127861313929,1.0947321844768632,0.42268045217115524,False,False,False,,,,0.009977420591452084,0.30472657606531817,0.03274220686716023,
glm-5.2_max,axis3,15,False,False,False,True,True,2026-06-16 00:00:00,1.1966687224254204,1.149801259857204,0.3683705068974148,False,False,False,,,,0.009977420591452084,0.30472657606531817,0.03274220686716023,
glm-5.2_max,axis4,15,False,False,False,True,False,2026-06-16 00:00:00,1.2800362276854214,1.2314622942551385,0.43228263179097887,False,False,False,,,,0.009977420591452084,0.30472657606531817,0.03274220686716023,
glm-5.2_none,axis1,3,False,False,True,True,False,2026-06-16 00:00:00,0.8888329649643204,0.8819939721370609,0.40780336479326323,False,False,False,,,,0.03464688101721863,0.19574631213401528,0.17699889535337998,
glm-5.2_none,axis2,3,False,False,True,True,True,2026-06-16 00:00:00,0.8172293728618681,0.795387443716619,0.3904423897265739,False,False,False,,,,0.03464688101721863,0.19574631213401528,0.17699889535337998,
glm-5.2_none,axis3,3,False,False,True,True,True,2026-06-16 00:00:00,0.8542207586896694,0.8453896049107368,0.3633183032527911,False,False,False,,,,0.03464688101721863,0.19574631213401528,0.17699889535337998,
glm-5.2_none,axis4,3,False,False,True,True,True,2026-06-16 00:00:00,0.8652269026446692,0.8550447231748078,0.3948640386395113,False,False,False,,,,0.03464688101721863,0.19574631213401528,0.17699889535337998,
glm-5.2_unknown,axis1,5,False,True,False,True,True,2026-06-16 00:00:00,1.1257546349225698,1.1164077774023102,0.3995986405214545,False,False,False,,,,0.011006711956451597,0.12313216459857756,0.0893894133375671,
glm-5.2_unknown,axis2,5,False,True,False,True,True,2026-06-16 00:00:00,1.025195730230395,0.9937661445192826,0.3401441027990422,False,False,False,,,,0.011006711956451597,0.12313216459857756,0.0893894133375671,
glm-5.2_unknown,axis3,5,False,True,False,True,True,2026-06-16 00:00:00,1.0708453232294044,1.0487722051217436,0.3496725449734763,False,False,False,,,,0.011006711956451597,0.12313216459857756,0.0893894133375671,
glm-5.2_unknown,axis4,5,False,True,False,True,True,2026-06-16 00:00:00,1.0397666473835305,1.0091638013387838,0.3417837269599914,False,False,False,,,,0.011006711956451597,0.12313216459857756,0.0893894133375671,
gpt-3.5-turbo-0125,axis1,12,False,False,False,True,False,2024-01-25 00:00:00,0.19628358445071678,0.4614665854826526,0.7976478417532564,True,True,False,-0.6628844763023028,0.7690622916194063,0.6,0.035362297635993134,0.5260547261503756,0.06722170884153339,1.4319467679217093
gpt-3.5-turbo-0125,axis2,12,False,False,False,True,False,2024-01-25 00:00:00,-0.3437609748054119,-0.5135347579922844,0.6777164674672065,True,False,False,-0.6249090494913594,0.7808313239383629,0.2,0.035362297635993134,0.5260547261503756,0.06722170884153339,1.4057403734297222
gpt-3.5-turbo-0125,axis3,12,False,False,False,True,False,2024-01-25 00:00:00,-0.45376079179086487,-0.5412564798133227,0.5485833423732579,False,False,False,,,,0.035362297635993134,0.5260547261503756,0.06722170884153339,
gpt-3.5-turbo-0125,axis4,12,False,False,False,True,False,2024-01-25 00:00:00,-0.499096637808014,-0.6094856019012228,0.5832292167808907,False,False,False,,,,0.035362297635993134,0.5260547261503756,0.06722170884153339,
gpt-3.5-turbo-0613,axis1,6,False,False,False,True,False,2023-06-13 00:00:00,0.1618170800386487,0.4819804490512204,0.8714428819504558,False,True,False,,,,0.10201492774839982,0.6555994043136669,0.15560558334429403,
gpt-3.5-turbo-0613,axis2,6,False,False,False,True,False,2023-06-13 00:00:00,-0.4938100219939456,-0.7243505872627727,0.8563774287095077,False,False,False,,,,0.10201492774839982,0.6555994043136669,0.15560558334429403,
gpt-3.5-turbo-0613,axis3,6,False,False,False,True,False,2023-06-13 00:00:00,-0.5165508182198828,-0.6204828327694172,0.6637073295942889,False,False,False,,,,0.10201492774839982,0.6555994043136669,0.15560558334429403,
gpt-3.5-turbo-0613,axis4,6,False,False,False,True,False,2023-06-13 00:00:00,-0.3536871992617609,-0.418232756938614,0.6791889310888078,False,False,False,,,,0.10201492774839982,0.6555994043136669,0.15560558334429403,
gpt-3.5-turbo-1106,axis1,10,False,False,False,True,False,2023-11-06 00:00:00,0.2973577834526275,0.7224510176387942,0.8217111829596953,True,True,False,-0.6221843260647224,0.9103858564641901,0.6,0.1297780442971898,0.5736174524546976,0.22624493683347133,1.5325701825289126
gpt-3.5-turbo-1106,axis2,10,False,False,False,True,False,2023-11-06 00:00:00,-0.28016095369014,-0.472158659822631,0.7091143269870296,True,False,False,-0.5838566988064146,0.9346220267749706,0.2,0.1297780442971898,0.5736174524546976,0.22624493683347133,1.5184787255813852
gpt-3.5-turbo-1106,axis3,10,False,False,False,True,False,2023-11-06 00:00:00,-0.4472483388210851,-0.5677464840561091,0.5757682713943737,False,False,False,,,,0.1297780442971898,0.5736174524546976,0.22624493683347133,
gpt-3.5-turbo-1106,axis4,10,False,False,False,True,False,2023-11-06 00:00:00,-0.3961448388412366,-0.5269286818535813,0.5939329772550793,False,False,False,,,,0.1297780442971898,0.5736174524546976,0.22624493683347133,
gpt-3.5-turbo-instruct,axis1,1,False,False,True,True,False,2023-09-18 00:00:00,0.12211256793043272,0.37076130089065723,0.8619055022725267,False,True,False,,,,0.035947525298493904,0.5784877444791717,0.06214051315963217,
gpt-3.5-turbo-instruct,axis2,1,False,False,True,True,False,2023-09-18 00:00:00,-0.4882161816296746,-0.6857087937752657,0.7767391478620655,False,False,False,,,,0.035947525298493904,0.5784877444791717,0.06214051315963217,
gpt-3.5-turbo-instruct,axis3,1,False,False,True,True,False,2023-09-18 00:00:00,-0.5666455139842144,-0.6592296608696003,0.6157358738167339,False,False,False,,,,0.035947525298493904,0.5784877444791717,0.06214051315963217,
gpt-3.5-turbo-instruct,axis4,1,False,False,True,True,False,2023-09-18 00:00:00,-0.5195650436998305,-0.61536950128467,0.6213280070497438,False,False,False,,,,0.035947525298493904,0.5784877444791717,0.06214051315963217,
gpt-4-0125-preview,axis1,3,False,False,True,True,False,2024-01-25 00:00:00,0.48946819320051205,0.6381240752684788,0.7532276407841535,False,False,False,,,,0.008688273064481424,0.6213139072874725,0.013983709301490803,
gpt-4-0125-preview,axis2,3,False,False,True,True,False,2024-01-25 00:00:00,-0.05778118697065754,-0.16997460678727624,0.8303858446324234,False,False,False,,,,0.008688273064481424,0.6213139072874725,0.013983709301490803,
gpt-4-0125-preview,axis3,3,False,False,True,True,False,2024-01-25 00:00:00,0.11459564988959788,0.22137334905934025,0.6191990213740153,False,False,False,,,,0.008688273064481424,0.6213139072874725,0.013983709301490803,
