axis,singular_value,expl_var_pct_total,expl_var_pct_total_lo,expl_var_pct_total_hi,expl_var_pct_signal,expl_var_pct_signal_lo,expl_var_pct_signal_hi,cum_pct_total,cum_pct_signal
1,7.915855903247852,63.11015224657839,57.29303084257974,68.71349325762264,65.35073672493932,59.4877691575175,70.99566171578604,63.11015224657839,65.35073672493932
2,4.419278595077896,19.592106849030145,15.535784965879168,24.43066970368278,20.285293213186854,16.060053848081,25.317022708093816,82.70225909560853,85.63602993812617
3,1.975698289016043,3.9205512726333507,2.965763748651664,5.403168115077541,4.058523945197067,3.060086431793711,5.600581381322824,86.62281036824187,89.69455388332324
4,1.7046953379243885,2.91152494632247,2.2745320534856797,3.7210192020261346,3.016593146260331,2.348836986283697,3.8637541595777507,89.53433531456434,92.71114702958357
5,1.5185213222512222,2.3159917122448235,1.7984727921262038,2.9109412047386463,2.3992695937887434,1.859044758439683,3.019486605092088,91.85032702680917,95.11041662337232
6,1.3629221968998957,1.8540098142602535,1.432066590949051,2.3766144112422514,1.9194652261481606,1.478905036888511,2.466976133538489,93.70433684106942,97.02988184952048
7,1.2087927385571557,1.4625105013012278,1.0801663216204147,1.9121824130981901,1.5148414875098624,1.1163266179061069,1.9885162667790532,95.16684734237064,98.54472333703035
8,1.042999980713542,1.0892034643856474,0.7358731579696176,1.4993059934600157,1.1275619063335593,0.7604744298464076,1.557601844717573,96.25605080675629,99.6722852433639
