axis,benchmark,category,loading_median,hdi_low,hdi_high,sign_confident,method
axis1,ARC-AGI-2,,2.5885477596206012,1.5800451979036296,3.1792810841752983,True,varimax
axis1,OTIS Mock AIME 2024-2025,,2.0470944941253153,1.1677756757743614,2.555147422814242,True,varimax
axis1,ARC-AGI,,1.8601843508406533,1.1923317173280672,2.2614030257462847,True,varimax
axis1,MATH Level 5,,1.8032413634844178,1.0488554553233647,2.218288504372549,True,varimax
axis1,FrontierMath Tier 4,,1.6325780218217922,1.1771039087793782,2.0197577125488486,True,varimax
axis1,Aider Polyglot,,1.6097408992546915,1.2337145677351868,1.9405880826726187,True,varimax
axis1,CritPt,,1.4324929346117559,1.079062325632753,1.7396382286919132,True,varimax
axis1,FrontierMath,,1.3925932497098836,1.0662586092682877,1.631006988836513,True,varimax
axis1,Fiction.LiveBench,,1.3277001424567785,0.7560091375982199,1.8940279239958884,True,varimax
axis1,TerminalBench,,1.2543280735133238,0.958140075925663,1.5097591806843358,True,varimax
axis1,Cybench,,1.2514724369411407,0.7582346720252571,1.7117167185066355,True,varimax
axis1,The Agent Company,,1.2344188160949146,0.5732670569214482,1.7344173227510455,True,varimax
axis1,GSO-Bench,,1.1999414832296051,0.6846451773189866,1.5879290978116016,True,varimax
axis1,EnigmaEval,,1.1799652385572785,0.8667945832381325,1.4703699481371537,True,varimax
axis1,CAD-Eval,,1.1515487011014032,0.6783093686007876,1.6293742138717326,True,varimax
axis1,VisualToolBench,,1.1055203873282435,0.7215368237467776,1.4238849548596264,True,varimax
axis1,Chess Puzzles,,1.045827987080627,0.5067244045868624,1.5187518944274345,True,varimax
axis1,MultiNRC,,1.0242858101270396,0.7818435727113774,1.2242707890549454,True,varimax
axis1,BioLP-bench,,0.9944567901216195,0.3821919520781783,1.389534160401843,True,varimax
axis1,Humanity's Last Exam,,0.9894027660719051,0.7572878153103778,1.1681222938450422,True,varimax
axis1,APEX Agents,,0.9394028278013851,0.5045050041897692,1.296157668189051,True,varimax
axis1,WeirdML,,0.8661840292428427,0.7206166600429547,0.9641811414592754,True,varimax
axis1,SimpleQA Verified,,0.8616605688882601,0.5362461807994089,1.2334368208443853,True,varimax
axis1,GPQA Diamond,,0.8598095174136765,0.5515329781416605,1.0251181676660037,True,varimax
axis1,SWE-Bench Pro (Private),,0.8429898830560101,0.30124822996950834,1.288083568013793,True,varimax
axis1,CursorBench,,0.8017157806812705,0.5433099995521099,1.0378691663650854,True,varimax
axis1,SimpleBench,,0.7671544477568708,0.6043524222073653,0.9167548906456734,True,varimax
axis1,LiveBench,,0.7639027959441489,0.47385869661771535,0.9300256590986693,True,varimax
axis1,SWE-Bench Pro,,0.7027310986525793,0.31923830489267785,1.0030891092342247,True,varimax
axis1,VPCT,,0.6933105782043794,0.35064369967271336,0.993551688594694,True,varimax
axis1,METR Time Horizons,,0.6784783515037354,0.5217871695658268,0.8154789310997093,True,varimax
axis1,BALROG,,0.6315708425089905,0.45828651901077183,0.7714519747451355,True,varimax
axis1,GPQA Diamond Chemistry,,0.6216822595784259,0.15478621104685378,0.9740185801477655,True,varimax
axis1,PostTrainBench,,0.61856655489077,0.31304333308184057,0.9071400077082501,True,varimax
axis1,GPQA Main Chemistry,,0.5664930571930644,0.20121699543723418,0.792279248360948,True,varimax
axis1,SWE-Bench Verified,,0.5575888132529427,0.3036035903343054,0.7819295370725677,True,varimax
axis1,MMLU Pro Chemistry,,0.5143918586789782,-0.059875378073171844,0.8863072233079007,False,varimax
axis1,LAB-Bench SeqQA,,0.49922165196577417,0.19693056140769694,0.6928910854659598,True,varimax
axis1,SEAL Tool Use (Enterprise),,0.4844673028492229,0.20863788018571625,0.7143553461318941,True,varimax
axis1,MCP Atlas,,0.4662608796235433,0.0911991921484558,0.8421575528777152,True,varimax
axis1,ExploitBench,,0.4647203975096611,-0.242307702492754,1.076446283788178,False,varimax
axis1,GPQA Main Biology,,0.46106335830913314,0.10432073655685771,0.7521491262879588,True,varimax
axis1,OS World 2,,0.4576945041767798,-0.3534079760580789,1.1402615377259586,False,varimax
axis1,SciCode,,0.4311556275426307,0.33721643610397617,0.5140538961302515,True,varimax
axis1,MultiChallenge,,0.42344353771467647,0.1641321307482067,0.7121950091761602,True,varimax
axis1,SEAL Instruction Following,,0.3835233034516109,0.09539074011291933,0.6278400186008452,True,varimax
