name,mean,hdi_low,hdi_high,n_obs
Average Human,-0.6425325415852425,-0.9849675671790079,-0.17932508135491895,8
Skilled Generalist,-0.5948786356330542,-0.7668905202974947,-0.4369125906601526,9
Domain Expert,0.5444240738778401,0.36998386012544854,0.7284741494822352,9
Top Performer,0.7426423110179549,0.2094964224805819,1.523150964999522,1
Committee of Average Humans,0.8174778787515251,-0.3066353506777324,2.1968421294068423,1
High School Top Performer,1.4263008393767422,0.9893444166714359,1.9818025989966015,3
Committee of Domain Experts,3.4627731879509502,2.8647502677995726,4.160355732594954,2
