,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
sigma_b_log__[51],-3.137453,0.262674,-3.638714,-2.65956,0.004418,0.002616,3532.5161,5154.350223,1.00032
sigma_b_log__[52],-2.702515,0.119032,-2.936449,-2.489243,0.001109,0.001376,11847.686766,6069.182018,1.000179
sigma_b_log__[53],-2.60536,0.115513,-2.824233,-2.393531,0.001071,0.001264,11688.525414,6022.351244,1.000149
tau_CD_log__,0.482239,0.099337,0.300014,0.668372,0.002889,0.001585,1200.02681,1949.151672,1.00459
sigma_A_log__,-0.485952,0.111772,-0.695435,-0.277253,0.002987,0.001514,1403.949869,2763.211161,1.00193
"theta_t_zerosum__[0, 0]",0.271469,0.83831,-1.266878,1.905603,0.007297,0.010263,13188.859327,5619.704349,1.000423
"theta_t_zerosum__[0, 1]",-0.602137,0.215191,-0.963372,-0.15903,0.004613,0.00259,2244.215965,4109.670554,1.000538
"theta_t_zerosum__[0, 2]",-1.469895,0.124241,-1.710801,-1.247762,0.001224,0.001551,10239.904981,5055.976151,1.00034
"theta_t_zerosum__[0, 3]",-1.326057,0.12196,-1.552784,-1.093063,0.001484,0.001584,7111.661958,4803.598097,1.000065
"theta_t_zerosum__[0, 4]",-1.616544,0.126096,-1.85576,-1.38245,0.001672,0.001643,5991.63812,4392.169115,1.000667
"theta_t_zerosum__[0, 5]",-1.82842,0.137237,-2.093299,-1.580117,0.001557,0.001669,8006.087264,5178.251405,1.000111
"theta_t_zerosum__[0, 6]",-1.280814,0.120959,-1.499837,-1.04682,0.001209,0.001619,9996.941245,5964.749157,1.000584
"theta_t_zerosum__[0, 7]",0.149887,0.855685,-1.374583,1.823013,0.007861,0.011032,11851.481726,5883.851901,1.001177
"theta_t_zerosum__[0, 8]",-2.336376,0.195588,-2.701286,-1.969842,0.002074,0.002232,8973.660965,5645.241451,1.000902
"theta_t_zerosum__[0, 9]",-0.766528,0.871928,-2.39741,0.894147,0.008927,0.010067,9662.297462,6360.19211,1.000666
"theta_t_zerosum__[0, 10]",-0.888723,0.877738,-2.482579,0.807256,0.008513,0.010287,10667.746243,6402.956426,1.000985
"theta_t_zerosum__[0, 11]",-0.911058,0.210676,-1.30525,-0.512862,0.001975,0.002778,11853.785089,5652.376742,1.000568
"theta_t_zerosum__[0, 12]",-1.615305,0.179337,-1.955602,-1.283916,0.00198,0.002191,8604.178753,5541.737224,1.00157
"theta_t_zerosum__[0, 13]",0.871648,0.665246,-0.338095,2.137653,0.007057,0.007189,8977.081514,5954.147423,0.999673
"theta_t_zerosum__[0, 14]",3.49566,0.344017,2.856772,4.139298,0.003786,0.003516,8333.960332,6059.808878,1.000229
"theta_t_zerosum__[0, 15]",-0.530973,0.223371,-0.927278,-0.090681,0.002366,0.003075,9676.151729,4828.712533,1.000213
"theta_t_zerosum__[0, 16]",0.037829,0.372534,-0.564248,0.777666,0.004572,0.005118,8291.294804,4969.025088,1.000175
"theta_t_zerosum__[0, 17]",-0.99323,0.152076,-1.269238,-0.693979,0.001372,0.001824,12288.626314,5841.984549,1.000643
"theta_t_zerosum__[0, 18]",-0.262003,0.341019,-0.848405,0.370399,0.00441,0.005672,7224.991707,4988.13065,1.000708
"theta_t_zerosum__[0, 19]",0.330017,0.059488,0.218508,0.440992,0.00061,0.000633,9511.331353,6378.858042,1.000117
"theta_t_zerosum__[0, 20]",0.493116,0.079649,0.342784,0.641239,0.000758,0.000891,11057.197448,6234.196996,0.999703
"theta_t_zerosum__[0, 21]",0.125428,0.104348,-0.06301,0.328604,0.001043,0.001315,10099.666546,5747.272436,1.000489
"theta_t_zerosum__[0, 22]",-0.032221,0.103862,-0.233779,0.159358,0.00109,0.001297,9135.224195,5464.087933,0.99983
"theta_t_zerosum__[0, 23]",-0.347711,0.343078,-1.010681,0.267161,0.003492,0.00451,10411.969757,5742.461452,1.000309
"theta_t_zerosum__[0, 24]",-0.247681,0.171559,-0.576726,0.070307,0.001844,0.002253,9342.519044,5529.097989,1.001565
"theta_t_zerosum__[0, 25]",-0.398395,0.276149,-0.922385,0.083934,0.003307,0.004695,8690.587269,4388.140414,1.000423
"theta_t_zerosum__[0, 26]",-0.010763,0.056409,-0.116618,0.098146,0.000637,0.000589,7856.711879,5761.779525,1.000283
"theta_t_zerosum__[0, 27]",0.198691,0.09527,0.022884,0.378525,0.000891,0.00118,11535.630609,5914.489437,1.000466
"theta_t_zerosum__[0, 28]",0.362458,0.112268,0.148432,0.568809,0.001028,0.001303,11957.097821,6256.352792,1.000947
"theta_t_zerosum__[0, 29]",0.43736,0.287274,-0.114154,0.961531,0.002568,0.003919,12786.92202,5539.433341,1.002182
"theta_t_zerosum__[0, 30]",0.54605,0.150964,0.273043,0.829922,0.001845,0.00309,7385.659914,5468.336882,1.000324
"theta_t_zerosum__[0, 31]",0.459076,0.129963,0.21404,0.703074,0.001341,0.001502,9458.922218,5885.243819,1.000302
"theta_t_zerosum__[0, 32]",0.566079,0.095595,0.379368,0.739821,0.001028,0.00101,8691.163653,6330.433962,1.000208
"theta_t_zerosum__[0, 33]",-0.646948,0.15527,-0.928861,-0.352863,0.001442,0.001931,12029.092511,5508.557169,1.00018
"theta_t_zerosum__[0, 34]",-0.172483,0.221632,-0.607058,0.211357,0.0024,0.002943,9322.949805,5438.884584,1.000709
"theta_t_zerosum__[0, 35]",-0.335043,0.810583,-1.80656,1.23771,0.007476,0.009678,12047.049502,6317.942019,1.000072
"theta_t_zerosum__[0, 36]",-1.227764,0.199501,-1.610676,-0.857421,0.001825,0.002432,12049.179964,5879.995236,1.001696
"theta_t_zerosum__[0, 37]",-0.598604,0.10767,-0.81077,-0.404677,0.00111,0.001262,9471.592251,6252.091163,0.999729
"theta_t_zerosum__[0, 38]",1.461058,0.263961,0.990111,1.974945,0.002689,0.002939,10042.719671,6530.137043,1.000614
"theta_t_zerosum__[0, 39]",-1.530182,0.128713,-1.765274,-1.284774,0.001315,0.001565,9622.690278,5998.425787,1.000114
"theta_t_zerosum__[0, 40]",-0.550494,0.227592,-0.982346,-0.131653,0.002144,0.0029,11847.196089,5609.195678,1.000367
"theta_t_zerosum__[0, 41]",1.201692,0.238187,0.763085,1.656929,0.003258,0.005045,6072.826153,3581.664879,1.001174
"theta_t_zerosum__[0, 42]",0.929686,0.158145,0.647607,1.235392,0.001535,0.002004,11024.884873,5041.989695,1.001574
"theta_t_zerosum__[0, 43]",-0.462344,0.865525,-2.104407,1.146709,0.007581,0.010022,13059.78504,6293.221973,1.000158
"theta_t_zerosum__[0, 44]",-0.209857,0.753485,-1.538616,1.284625,0.007171,0.009339,11129.891108,5933.021974,1.001078
"theta_t_zerosum__[0, 45]",-0.376774,0.751657,-1.747557,1.045538,0.007219,0.010134,11182.489813,5489.396636,1.001419
"theta_t_zerosum__[0, 46]",-0.01594,0.839106,-1.470108,1.622325,0.007453,0.010232,12688.727002,6099.138547,1.000529
"theta_t_zerosum__[0, 47]",0.480738,0.830048,-1.03251,2.040477,0.007667,0.010945,11779.279468,6490.937729,0.999959
"theta_t_zerosum__[0, 48]",-1.100348,0.33314,-1.728451,-0.474515,0.004453,0.004727,5650.041293,5393.683387,1.000505
"theta_t_zerosum__[0, 49]",0.350506,0.095066,0.165631,0.521854,0.000908,0.001163,10988.893023,5361.150233,1.000552
"theta_t_zerosum__[0, 50]",-1.53628,0.392786,-2.27622,-0.793491,0.005333,0.00524,5460.208434,4615.004128,1.000606
"theta_t_zerosum__[0, 51]",-1.585948,0.118409,-1.806834,-1.36109,0.001284,0.001501,8478.858161,5557.054488,1.000638
"theta_t_zerosum__[0, 52]",-1.168789,0.111058,-1.373959,-0.95258,0.001079,0.001277,10611.587231,5939.072845,0.999916
"theta_t_zerosum__[0, 53]",-0.981605,0.113574,-1.20108,-0.77418,0.001157,0.001399,9850.760701,5521.107463,0.999931
"theta_t_zerosum__[0, 54]",-1.8183,0.122146,-2.045353,-1.58316,0.001375,0.001297,7951.129242,5600.112513,0.999789
