model,release_date,C_mean,C_hdi_low,C_hdi_high,ECI_mean,ECI_hdi_low,ECI_hdi_high
gpt-5-pro-2025-10-06_unknown,2025-10-07,1.2209529385478477,1.0611678159130535,1.3859473954039878,158.9945271971272,153.9320505045161,165.51518510380464
gpt-5-pro-2025-10-06_high,2025-10-07,1.0147443730314434,0.8823671380449263,1.1400754877398074,154.31562700262612,150.02327164069814,159.62233209106023
gpt-5-2025-08-07_high,2025-08-07,0.9622789957973863,0.8617022660381374,1.0611300061705797,153.1743242296281,149.446631298592,157.88121546783304
gpt-5-2025-08-07_unknown,2025-08-07,0.9368324088885989,0.8236494207101256,1.051989052796832,152.6172462920543,148.7979241357836,157.53475974285243
o3-pro-2025-06-10_high,2025-06-10,0.9258318258480058,0.7255242548262,1.1408342620647685,152.31523812646435,147.07360376326037,158.86903951186414
o3-pro-2025-06-10,2025-06-10,0.5295289925443389,0.1344413051773122,0.9569904785047038,143.47416724643602,134.3907641817983,153.8337712730401
DeepSeek-R1-0528,2025-05-28,0.41985153511895,0.2980711301588871,0.5474288391387259,140.9494248913444,137.87737848657875,144.5112301528199
o3-2025-04-16_unknown,2025-04-16,0.7587894033286364,0.5769745680868146,0.9209631328269585,148.54156365871566,144.1270241893146,153.62692186980345
o3-2025-04-16_high,2025-04-16,0.7694451705719578,0.6561846553319013,0.881357316988885,148.79988027277466,145.4241186607505,152.98437545852323
gemini-2.5-pro-exp-03-25,2025-03-25,0.6733867192737099,0.5360043606464122,0.8136277795251163,146.68035888399749,143.02001769337215,151.0488773398386
o1-2024-12-17_high,2024-12-17,0.3972045364726453,0.26600610550116677,0.5342859451625468,140.4398335098324,137.07705726207226,144.2092325877436
o1-2024-12-17_medium,2024-12-17,0.38030086159159193,0.26842123397574463,0.4943740209001308,140.07948693325463,137.1838263745613,143.32581993799207
o1-2024-12-17_unknown,2024-12-17,0.42729136889915387,0.22851695357327872,0.6156453800293714,141.1302557940054,136.47974162047475,146.15130351365454
Llama-3.3-70B-Instruct,2024-12-06,-0.43220142252414817,-0.5625720532362943,-0.30933647939631004,121.78014861464612,117.1890173814789,125.33526631586861
o1-mini-2024-09-12_high,2024-09-12,0.15615644825012717,-0.013881598500418816,0.3372112225711235,135.02869808484132,130.8140062388094,139.4816827972458
o1-preview-2024-09-12,2024-09-12,0.08423565555489362,-0.02050207774500318,0.19350380658840038,133.3965760153776,130.58231584316982,136.1458340248565
