name,mean,hdi_low,hdi_high,n_obs
Skilled Generalist,-0.6620393615534761,-0.8275599661528981,-0.5040706807267954,10
Average Human,-0.6577885247904554,-1.169870024030568,-0.14089216152282807,8
High School Qualifier,0.27838269100144686,-0.046854172633079304,0.6115949826465823,1
Committee of Domain Experts,0.7363062788669867,0.5784293134501401,0.9337741122605352,3
Domain Expert,0.7371693660176364,0.5524797023865895,0.9448964955901344,15
Committee of Average Humans,0.8335260327792815,-0.3620489331455982,2.2679324397403806,1
Top Performer,0.8728004245502672,0.22041145039164886,1.8648276565294737,2
High School Top Performer,1.3195304340726393,0.9350048568880555,1.8300790653666177,4
