name,mean,hdi_low,hdi_high,n_obs
Average Human,82.38646173724214,67.93595461842582,92.95161303868431,2
Skilled Generalist,114.86099568302214,108.7073704281147,119.21949493426652,9
Domain Expert,139.8064617279894,136.56691000288367,143.5947650994075,9
High School Top Performer,163.40587016479066,154.5729389973573,175.06763650869135,3
