kind,name,keep,drop,delta,sd,z,n_obs,vs
D,MCP Atlas,0.950577288859842,0.8350792388919982,-0.1154980499678437,0.268449010291695,-0.4302420405362802,28,keepA_vs_dropA
D,METR Time Horizons,0.4481129253711324,0.4135099373550099,-0.0346029880161224,0.0891027023892719,-0.3883494786156869,50,keepA_vs_dropA
D,MMLU,-0.2645149910585193,-0.2685499181362125,-0.0040349270776931,0.086146792692355,-0.0468378096454799,138,keepA_vs_dropA
D,MMLU Biology,-0.4347954879601799,-0.4357357232140097,-0.0009402352538298,0.0804397569331622,-0.0116886884008245,35,keepA_vs_dropA
D,MMLU Chemistry,-0.095308064149421,-0.0973093019080975,-0.0020012377586764,0.1058556935385347,-0.0189053388795565,38,keepA_vs_dropA
D,MMLU Pro Biology,-1.4079685714080918,-1.385497864655022,0.0224707067530698,0.155635651216726,0.144380201948581,33,keepA_vs_dropA
D,MMLU Pro Chemistry,-0.6819067419668821,-0.6369270822332024,0.0449796597336796,0.1867360238393479,0.2408729649956369,36,keepA_vs_dropA
D,MindCube,2.3946645406278937,2.3538051677311795,-0.0408593728967141,0.591415033847076,-0.0690874775890111,5,keepA_vs_dropA
D,MultiChallenge,0.3416017569269303,0.3662912934016403,0.02468953647471,0.1381037896672826,0.1787752279223592,30,keepA_vs_dropA
D,MultiNRC,1.9319995083611317,2.0392712408712756,0.1072717325101439,0.1662053768409511,0.6454167401142311,44,keepA_vs_dropA
D,OS World (Screenshot),2.047588189948276,1.8611943741315673,-0.1863938158167086,0.5071743322546063,-0.3675142923501444,10,keepA_vs_dropA
D,OS World 2,4.396427978856994,4.417644104612318,0.0212161257553242,0.6836747402047523,0.0310324844661809,7,keepA_vs_dropA
D,OTIS Mock AIME 2024-2025,1.567098384070543,1.59727141928398,0.030173035213437,0.2402449687339127,0.1255927871141214,175,keepA_vs_dropA
D,OpenBookQA,-0.4017463733351633,-0.4201434098605509,-0.0183970365253876,0.123560215482333,-0.1488912628840312,43,keepA_vs_dropA
D,PIQA,-0.6401717248574613,-0.6423879685258839,-0.0022162436684225,0.0378736220539352,-0.0585168132392098,61,keepA_vs_dropA
D,PRBench Finance,0.7984195633931156,0.8213718817218283,0.0229523183287126,0.1202866798139564,0.1908134663307052,32,keepA_vs_dropA
D,PRBench Legal,0.7547548853064727,0.7874164836902202,0.0326615983837474,0.105207622572841,0.3104489730402762,32,keepA_vs_dropA
D,PostTrainBench,3.27755065749166,3.2267088092477714,-0.0508418482438886,0.2673723689478964,-0.1901537112602547,27,keepA_vs_dropA
D,ProofBench,4.15088365747847,4.17530993572424,0.0244262782457695,0.4208498622060916,0.0580403617521156,44,keepA_vs_dropA
D,Remote Labor Index,5.517229589883044,5.522364456208898,0.0051348663258536,0.4895779892020123,0.01048835208916,17,keepA_vs_dropA
D,SEAL Instruction Following,-1.6174130005388931,-1.579496580489642,0.0379164200492512,0.1422850951557411,0.266482023347203,18,keepA_vs_dropA
D,SEAL Tool Use (Enterprise),0.0511327481244395,0.0686887792307213,0.0175560311062818,0.1459928551532029,0.1202526732411583,35,keepA_vs_dropA
D,SWE-Bench Pro,2.062836043809928,2.058290572869426,-0.0045454709405019,0.2136660791225547,-0.0212737134465539,25,keepA_vs_dropA
D,SWE-Bench Pro (Private),3.7913794141032833,3.704102096318888,-0.0872773177843955,0.297792716945251,-0.2930807666476323,14,keepA_vs_dropA
D,SWE-Bench Verified,0.3610231711933219,0.2515557192386669,-0.1094674519546549,0.1746136412341167,-0.6269123716851209,33,keepA_vs_dropA
D,SciCode,0.8860170157871473,0.8699448829816987,-0.0160721328054486,0.0534510763409287,-0.3006886653308007,70,keepA_vs_dropA
D,ScienceQA,0.126577725205776,0.1202873138221822,-0.0062904113835937,0.2032100182926567,-0.0309552227613824,24,keepA_vs_dropA
D,SimpleBench,1.952600536721524,1.8567225214595429,-0.0958780152619811,0.1753646601012451,-0.5467351016255318,91,keepA_vs_dropA
D,SimpleQA Verified,1.9046346654006223,1.940349816352981,0.0357151509523587,0.2599692269135247,0.1373822254902459,68,keepA_vs_dropA
D,SpatialViz-Bench,2.287035790817472,2.3111953918778876,0.0241596010604157,0.3542928098403453,0.0681910566327968,8,keepA_vs_dropA
D,SuperGLUE,-0.4761172967980461,-0.6096958225480033,-0.1335785257499571,0.2152489454467008,-0.6205769114117836,9,keepA_vs_dropA
D,Surface Evolver Bench,1.89209577783075,1.8986205740432305,0.0065247962124803,0.4193983849407761,0.0155575139217613,17,keepA_vs_dropA
D,TerminalBench,2.433446040239937,2.4451175238739453,0.0116714836340081,0.2002016704223984,0.0582986326207114,59,keepA_vs_dropA
D,The Agent Company,1.5650729378579729,1.4909499999779727,-0.0741229378800001,0.335592195013254,-0.2208720553738524,14,keepA_vs_dropA
D,TriviaQA,-1.2278078594093522,-1.2312065860292554,-0.0033987266199031,0.0893126968960087,-0.0380542379529805,40,keepA_vs_dropA
D,TutorBench,0.3063641501175151,0.3366681004680687,0.0303039503505536,0.075916431704806,0.3991751149262086,27,keepA_vs_dropA
D,Video-MME,0.1328976245792009,0.1386486385798405,0.0057510140006395,0.0931687080287474,0.0617268836535232,50,keepA_vs_dropA
D,Visual Task Assessment (VISTA),0.5269017072036954,0.5323601553003388,0.0054584480966433,0.051912398435701,0.1051472916128921,63,keepA_vs_dropA
D,VisualToolBench,3.906077812797751,4.10292028201486,0.1968424692171084,0.2730094402220786,0.7210097535711132,20,keepA_vs_dropA
D,WMDP Biology,-0.9317945552128778,-0.86737889938543,0.0644156558274477,0.1113623836876637,0.5784328037384088,34,keepA_vs_dropA
D,WMDP Chemistry,-0.0499845116438074,0.0169313047553372,0.0669158163991447,0.1389682570167764,0.4815187139539827,37,keepA_vs_dropA
D,WeirdML,1.3318520922492736,1.3176782112477043,-0.0141738810015692,0.0875730687840501,-0.1618520533581069,143,keepA_vs_dropA
D,WinoGrande,-0.2141207114933306,-0.2182062791898308,-0.0040855676965001,0.0720349639472602,-0.0567164536861764,81,keepA_vs_dropA
sigma_b,APEX Agents,0.0736610501653346,0.0778500897789625,0.0041890396136279,0.0090054590097548,0.4651666960107499,50,keepA_vs_dropA
sigma_b,ARC (AI2),0.0507679797264789,0.0519676068256512,0.0011996270991723,0.010600409113587,0.113168000057157,77,keepA_vs_dropA
sigma_b,ARC-AGI,0.0632344903082244,0.0610138951399255,-0.0022205951682988,0.0057182771529941,-0.3883329032304985,161,keepA_vs_dropA
sigma_b,ARC-AGI-2,0.0405000796914211,0.038403710378011,-0.00209636931341,0.0042701066732731,-0.4909407361018312,154,keepA_vs_dropA
sigma_b,Adversarial NLI,0.0487722635239757,0.0500809234518919,0.0013086599279162,0.0142769662160441,0.0916623257429559,12,keepA_vs_dropA
sigma_b,Aider Polyglot,0.0611705068228807,0.0598562770325836,-0.0013142297902971,0.0098187796935564,-0.1338485872291822,70,keepA_vs_dropA
sigma_b,AlgoTune,0.0650984261830813,0.0692337712591747,0.0041353450760934,0.0132259452919358,0.3126691502810636,18,keepA_vs_dropA
sigma_b,AudioMultiChallenge,0.0389200760093615,0.0398397820236518,0.0009197060142903,0.0163797274594844,0.0561490425628395,24,keepA_vs_dropA
sigma_b,BALROG,0.0590873608510073,0.0617069649869834,0.0026196041359761,0.0099156099218748,0.2641899143487903,35,keepA_vs_dropA
sigma_b,BIG-Bench Hard (BBH),0.0557171762198147,0.055481778543102,-0.0002353976767126,0.0079670509997257,-0.0295464001323434,52,keepA_vs_dropA
sigma_b,BioLP-bench,0.0820945099882796,0.0817840062699107,-0.0003105037183689,0.0109137865206861,-0.0284505948307103,32,keepA_vs_dropA
sigma_b,BlueprintBench 2,0.1562800189347011,0.1558079509468011,-0.0004720679878999,0.0260390193818793,-0.0181292536779807,17,keepA_vs_dropA
sigma_b,BoolQ,0.0517996374705482,0.0519930668547575,0.0001934293842092,0.0052954897915314,0.0365271942396369,78,keepA_vs_dropA
sigma_b,CAD-Eval,0.0522804344084669,0.053132586160791,0.000852151752324,0.016838448454581,0.0506074983465742,15,keepA_vs_dropA
sigma_b,CL-Bench,0.0311558051193038,0.0321167850732228,0.000960979953919,0.0067433831160102,0.142507097311055,22,keepA_vs_dropA
sigma_b,CL-Bench Life,0.0370478307491953,0.0348276760406107,-0.0022201547085845,0.0097773688437771,-0.2270707737488683,17,keepA_vs_dropA
sigma_b,CSQA2,0.0424322266645739,0.0428923633815708,0.0004601367169969,0.016173956040549,0.0284492375176078,8,keepA_vs_dropA
sigma_b,Chess Puzzles,0.0877248500344379,0.0840642743917276,-0.0036605756427103,0.0097004913573251,-0.377359816927845,85,keepA_vs_dropA
sigma_b,CritPt,0.0481361280760405,0.0525367907081718,0.0044006626321312,0.0065336972239732,0.6735332968880868,73,keepA_vs_dropA
sigma_b,CursorBench,0.0297249853426281,0.0282935255118116,-0.0014314598308164,0.0058823611704337,-0.2433478308015687,29,keepA_vs_dropA
sigma_b,Cybench,0.0719326853642308,0.0736934796016885,0.0017607942374576,0.0145049862894131,0.1213923406975447,22,keepA_vs_dropA
sigma_b,DeepResearchBench,0.0626374859316435,0.0636690034442961,0.0010315175126525,0.0080535388118807,0.1280825158662948,36,keepA_vs_dropA
sigma_b,DeepSWE,0.0770202288949609,0.0805917329376704,0.0035715040427094,0.0147393732770791,0.2423104412630232,37,keepA_vs_dropA
sigma_b,EBR-bench,0.0821546445747903,0.0814093902185262,-0.000745254356264,0.0152657841458669,-0.0488186095874939,18,keepA_vs_dropA
sigma_b,EnigmaEval,0.0510170295019359,0.0552439955896085,0.0042269660876725,0.006956807205395,0.6076014417065573,42,keepA_vs_dropA
sigma_b,ExploitBench,0.0664030759564689,0.067973056732926,0.001569980776457,0.019622534867106,0.0800090705451557,10,keepA_vs_dropA
sigma_b,Fiction.LiveBench,0.1770616570379981,0.1815117993847906,0.0044501423467924,0.0176713466188059,0.2518281398009938,41,keepA_vs_dropA
sigma_b,ForecastBench,0.0210125244469374,0.0210473111632248,3.478671628744101e-05,0.0019589815290234,0.0177575519585331,68,keepA_vs_dropA
sigma_b,FrontierCode,0.0437875399560161,0.0450325269111321,0.0012449869551159,0.017863060890837,0.0696961714861879,14,keepA_vs_dropA
sigma_b,FrontierMath,0.0235064309556133,0.0261754073053694,0.002668976349756,0.0075825905459858,0.3519874024015393,40,keepA_vs_dropA
sigma_b,FrontierMath Tier 4,0.0745463097034146,0.0738074206166888,-0.0007388890867258,0.010397248342934,-0.0710658303384679,41,keepA_vs_dropA
sigma_b,FrontierMath Tier 4 v1,0.0698992188785723,0.0678807516420832,-0.002018467236489,0.0070505805265571,-0.2862838356197952,72,keepA_vs_dropA
sigma_b,FrontierMath v1,0.0714778606749056,0.0724604561223896,0.000982595447484,0.0057929377416895,0.1696195421560795,101,keepA_vs_dropA
sigma_b,GDP.pdf,0.0357219437083082,0.0347786275001194,-0.0009433162081887,0.0132530349496933,-0.0711773727127002,9,keepA_vs_dropA
sigma_b,GDPval,0.0450033827370442,0.0479463861180387,0.0029430033809945,0.015196485238086,0.193663425120086,11,keepA_vs_dropA
sigma_b,GPQA Diamond,0.0518251267931635,0.0512580263706133,-0.0005671004225502,0.0032185096232387,-0.1761996976661354,201,keepA_vs_dropA
sigma_b,GPQA Diamond Biology,0.1032652626167851,0.1032311076875065,-3.415492927856534e-05,0.0117729633697903,-0.0029011327229818,35,keepA_vs_dropA
sigma_b,GPQA Diamond Chemistry,0.0560401940603531,0.056367596905747,0.0003274028453939,0.0069635398928377,0.0470167257504579,38,keepA_vs_dropA
sigma_b,GPQA Main Biology,0.0880844518752034,0.0879701584382153,-0.000114293436988,0.0104170890449809,-0.0109717250658574,35,keepA_vs_dropA
sigma_b,GPQA Main Chemistry,0.037637189809355,0.0380095224065881,0.0003723325972331,0.0054526572282899,0.0682846145731191,38,keepA_vs_dropA
sigma_b,GSM8K,0.1085476176212332,0.1071111468822453,-0.0014364707389878,0.020788104385157,-0.0691006121757531,94,keepA_vs_dropA
sigma_b,GSO-Bench,0.0496724739786163,0.0465512952338987,-0.0031211787447175,0.0082138781369524,-0.3799884406217388,36,keepA_vs_dropA
sigma_b,GeoBench,0.1408310855038512,0.1399562433245735,-0.0008748421792776,0.0154447929604507,-0.0566431794532879,32,keepA_vs_dropA
sigma_b,HellaSwag,0.0499547370684761,0.0494220848870501,-0.000532652181426,0.0071155008887679,-0.0748580022338083,77,keepA_vs_dropA
sigma_b,Humanity's Last Exam,0.0357461877976108,0.0363644583366637,0.0006182705390529,0.0057987349652061,0.1066216239856977,46,keepA_vs_dropA
sigma_b,LAB-Bench Cloning,0.0663552552784514,0.0685650906313486,0.0022098353528971,0.0097353649512594,0.2269904994790431,32,keepA_vs_dropA
sigma_b,LAB-Bench LitQA2,0.0378524627395977,0.0379224080135618,6.994527396410322e-05,0.005093171704061,0.0137331466575793,33,keepA_vs_dropA
sigma_b,LAB-Bench Protocol,0.0476916158471665,0.046553827956022,-0.0011377878911444,0.0067545484976102,-0.1684476603502066,34,keepA_vs_dropA
sigma_b,LAB-Bench SeqQA,0.0521931640411238,0.0521263913641772,-6.677267694659567e-05,0.0068821430053008,-0.009702308844086,34,keepA_vs_dropA
sigma_b,LAMBADA,0.0422971923215344,0.0423274959542926,3.0303632758237053e-05,0.0091763109705164,0.0033023763967462,26,keepA_vs_dropA
sigma_b,Lech Mazur Writing,0.0486928818093518,0.0449768806049573,-0.0037160012043944,0.0087505473476922,-0.4246592877843798,49,keepA_vs_dropA
sigma_b,LiveBench,0.0425078956883315,0.0424876358995297,-2.025978880187962e-05,0.006019698112847,-0.0033655821973267,52,keepA_vs_dropA
sigma_b,MATH Level 5,0.0733413086538059,0.0741441930593964,0.0008028844055905,0.0065827835509141,0.1219673105428217,111,keepA_vs_dropA
sigma_b,MCP Atlas,0.0608619687364148,0.0566131081584286,-0.0042488605779861,0.0130253628066474,-0.3261990196401864,28,keepA_vs_dropA
sigma_b,METR Time Horizons,0.0361836436749484,0.0363483516508032,0.0001647079758547,0.0045245831339011,0.0364029062966458,50,keepA_vs_dropA
sigma_b,MMLU,0.055860842865597,0.0561329439547197,0.0002721010891226,0.0062471877150557,0.0435557728587108,138,keepA_vs_dropA
sigma_b,MMLU Biology,0.0426763069040875,0.0427351040715676,5.879716748006386e-05,0.0056232314022816,0.0104561173591766,35,keepA_vs_dropA
sigma_b,MMLU Chemistry,0.0490255173299951,0.0489107835926942,-0.0001147337373009,0.006347097588221,-0.0180765673926031,38,keepA_vs_dropA
sigma_b,MMLU Pro Biology,0.0418220918078536,0.042886770861587,0.0010646790537334,0.0070525208160412,0.1509643263032666,33,keepA_vs_dropA
sigma_b,MMLU Pro Chemistry,0.0470767660529771,0.0483653143844084,0.0012885483314312,0.0074939014806299,0.1719462598703618,36,keepA_vs_dropA
sigma_b,MindCube,0.0498652227515193,0.0493744851601597,-0.0004907375913595,0.0204449276791941,-0.0240029017984246,5,keepA_vs_dropA
sigma_b,MultiChallenge,0.0698478155117585,0.0721389468325125,0.0022911313207539,0.0097646998318112,0.234634075825863,30,keepA_vs_dropA
sigma_b,MultiNRC,0.0671550405657501,0.0674516717783167,0.0002966312125666,0.0082365660535403,0.0360139420528506,44,keepA_vs_dropA
sigma_b,OS World (Screenshot),0.0803228471789955,0.1010325382301729,0.0207096910511773,0.0328837576849445,0.6297848089501963,10,keepA_vs_dropA
sigma_b,OS World 2,0.0452671461120335,0.0403883461472933,-0.0048787999647402,0.0165014337753494,-0.2956591549049742,7,keepA_vs_dropA
sigma_b,OTIS Mock AIME 2024-2025,0.0570377784016446,0.0565152683212256,-0.0005225100804189,0.004813245498399,-0.1085567068192936,175,keepA_vs_dropA
sigma_b,OpenBookQA,0.048779441227685,0.0495830902304747,0.0008036490027896,0.0104970935888142,0.0765591919315701,43,keepA_vs_dropA
sigma_b,PIQA,0.0230068944584001,0.0228916669911763,-0.0001152274672238,0.0028328863752219,-0.0406749343114131,61,keepA_vs_dropA
sigma_b,PRBench Finance,0.0510393462966451,0.0501291697591882,-0.0009101765374568,0.0070722662725308,-0.1286965878239155,32,keepA_vs_dropA
sigma_b,PRBench Legal,0.0444576355854449,0.0444654364087999,7.800823354969788e-06,0.0064053034490236,0.0012178694447581,32,keepA_vs_dropA
sigma_b,PostTrainBench,0.0500760538164876,0.0461193869632372,-0.0039566668532504,0.0083808410722931,-0.4721085651332901,27,keepA_vs_dropA
sigma_b,ProofBench,0.0769657860736502,0.0809610658098749,0.0039952797362247,0.0132463749485999,0.3016130640818828,44,keepA_vs_dropA
sigma_b,Remote Labor Index,0.0250619264057766,0.0318642487391514,0.0068023223333747,0.0115806005329997,0.5873894288980182,17,keepA_vs_dropA
sigma_b,SEAL Instruction Following,0.0330731629232198,0.0332075312910829,0.000134368367863,0.0068154064145831,0.019715385949044,18,keepA_vs_dropA
sigma_b,SEAL Tool Use (Enterprise),0.0631862485568614,0.0623259890854157,-0.0008602594714457,0.008330190539234,-0.1032700833665203,35,keepA_vs_dropA
sigma_b,SWE-Bench Pro,0.0803975601486285,0.0788746760141713,-0.0015228841344572,0.0137376834598332,-0.1108545075237696,25,keepA_vs_dropA
sigma_b,SWE-Bench Pro (Private),0.0325047849843902,0.0381292819010802,0.0056244969166899,0.0124014665596671,0.4535348210333671,14,keepA_vs_dropA
sigma_b,SWE-Bench Verified,0.051387650951347,0.0497322142086633,-0.0016554367426837,0.0075027642101308,-0.2206435783292253,33,keepA_vs_dropA
sigma_b,SciCode,0.0337535369146898,0.033062791511173,-0.0006907454035168,0.0034462132634388,-0.200436058570426,70,keepA_vs_dropA
sigma_b,ScienceQA,0.1016574858334071,0.1018433131815475,0.0001858273481404,0.0194654824050134,0.0095465061833027,24,keepA_vs_dropA
sigma_b,SimpleBench,0.077554176348277,0.0779347941674314,0.0003806178191544,0.0068103490590542,0.055888151378729,91,keepA_vs_dropA
sigma_b,SimpleQA Verified,0.128294034475697,0.1335804702028951,0.0052864357271981,0.0118153715797364,0.4474201840815945,68,keepA_vs_dropA
sigma_b,SpatialViz-Bench,0.0413720403717732,0.0405541634741324,-0.0008178768976408,0.0123720709444149,-0.0661067093225876,8,keepA_vs_dropA
sigma_b,SuperGLUE,0.0406848820514978,0.0410171481823126,0.0003322661308148,0.0174226073274613,0.0190709762649096,9,keepA_vs_dropA
sigma_b,Surface Evolver Bench,0.0649241966839818,0.0757138029500663,0.0107896062660845,0.0235377626088812,0.4583955767322358,17,keepA_vs_dropA
sigma_b,TerminalBench,0.0691705750333644,0.0631642223610634,-0.006006352672301,0.0091026112543449,-0.6598494107318968,59,keepA_vs_dropA
sigma_b,The Agent Company,0.0836217677781398,0.0826541824208491,-0.0009675853572906,0.0174864457249298,-0.0553334492618591,14,keepA_vs_dropA
sigma_b,TriviaQA,0.0767088877860466,0.0766182732744136,-9.061451163305811e-05,0.0098268276234007,-0.0092211357628046,40,keepA_vs_dropA
sigma_b,TutorBench,0.0334838237139486,0.034971044557771,0.0014872208438223,0.0056538597171923,0.2630452324984278,27,keepA_vs_dropA
sigma_b,Video-MME,0.0793972895943775,0.0799398628547337,0.0005425732603562,0.0167165412212205,0.0324572681140227,50,keepA_vs_dropA
sigma_b,Visual Task Assessment (VISTA),0.0449283873142556,0.0450451806803063,0.0001167933660507,0.0050615441278699,0.0230746513514823,63,keepA_vs_dropA
sigma_b,VisualToolBench,0.0433227197348317,0.0405438923988786,-0.0027788273359531,0.009460327530494,-0.2937347916333717,20,keepA_vs_dropA
sigma_b,WMDP Biology,0.0281766132702222,0.0267923144499825,-0.0013842988202396,0.0060177295450588,-0.2300367289481028,34,keepA_vs_dropA
sigma_b,WMDP Chemistry,0.0362807640286223,0.0364295058499382,0.0001487418213159,0.0055961469845503,0.026579327120359,37,keepA_vs_dropA
sigma_b,WeirdML,0.0597262891869563,0.060004770096084,0.0002784809091277,0.004766519292548,0.0584243746926786,143,keepA_vs_dropA
sigma_b,WinoGrande,0.0415722820040219,0.0415571406159982,-1.514138802370668e-05,0.0044647551655873,-0.0033913142965623,81,keepA_vs_dropA
A1,APEX Agents,1.0276893849159874,0.9327554678295494,-0.0949339170864379,0.4272031240750693,-0.2222219635963052,50,keepA_vs_dropA
A2,APEX Agents,0.9005091364876837,0.683666573459594,-0.2168425630280896,0.3936558474382761,-0.5508429874449912,50,keepA_vs_dropA
A3,APEX Agents,0.6832360596437923,0.8449526217875505,0.1617165621437581,0.4145034637190147,0.3901452612550019,50,keepA_vs_dropA
