axis,tau_median,tau_hdi_low,tau_hdi_high,gap_ratio_to_next
axis1,0.6674581503106805,0.6115052502036629,0.7290350622145902,1.0
axis2,0.6674581503106805,0.6115052502036629,0.7290350622145902,1.0
axis3,0.6674581503106805,0.6115052502036629,0.7290350622145902,1.0
axis4,0.6674581503106805,0.6115052502036629,0.7290350622145902,
