,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"theta_zsn_t_zerosum__[0, 74]",-0.511984,0.054544,-0.611909,-0.407208,0.000186,0.000193,85700.708082,62544.783346,1.000195
"theta_zsn_t_zerosum__[0, 75]",-1.028186,0.064296,-1.151664,-0.910211,0.000247,0.000211,67778.233728,52318.991145,1.000181
"theta_zsn_t_zerosum__[0, 76]",-0.508047,0.089605,-0.678318,-0.339934,0.000255,0.000366,125435.701138,55891.414307,1.000072
"theta_zsn_t_zerosum__[0, 77]",-1.27067,0.223047,-1.693659,-0.853339,0.000577,0.00087,149650.006524,61730.971847,1.000217
"theta_zsn_t_zerosum__[0, 78]",-1.475216,0.428374,-2.302024,-0.701498,0.00121,0.001691,133069.535158,58221.191332,1.000276
"theta_zsn_t_zerosum__[0, 79]",-1.131617,0.398168,-1.896653,-0.406414,0.00113,0.001648,132473.58879,59937.244382,1.000256
"theta_zsn_t_zerosum__[0, 80]",-0.559444,0.079048,-0.711701,-0.413771,0.000234,0.00031,114590.456466,59348.921236,1.000016
"theta_zsn_t_zerosum__[0, 81]",-0.435286,0.066956,-0.561792,-0.310306,0.000213,0.000252,99187.7798,59542.28226,1.000083
"theta_zsn_t_zerosum__[0, 82]",-0.077506,0.053927,-0.17792,0.025123,0.000211,0.000186,65449.074786,63791.66863,1.000246
"theta_zsn_t_zerosum__[0, 83]",-0.047562,0.088814,-0.219645,0.113727,0.000243,0.000365,134397.447055,58720.772537,1.000156
"theta_zsn_t_zerosum__[0, 84]",-0.390168,0.057576,-0.497779,-0.281369,0.000192,0.000197,89854.792837,64839.93526,1.000094
"theta_zsn_t_zerosum__[0, 85]",-0.301571,0.908627,-1.969602,1.44109,0.002293,0.003635,157104.420793,59461.987433,1.000009
"theta_zsn_t_zerosum__[0, 86]",-0.136206,0.892778,-1.773967,1.58286,0.002285,0.003639,152922.76425,59930.257662,1.000236
"theta_zsn_t_zerosum__[0, 87]",-0.036755,0.89028,-1.7324,1.615493,0.002194,0.003626,165420.377911,59292.880042,1.000137
"theta_zsn_t_zerosum__[0, 88]",0.336323,0.654798,-0.990208,1.395751,0.00257,0.002843,75420.571102,54632.214608,1.000044
"theta_zsn_t_zerosum__[0, 89]",0.341728,0.648118,-0.943919,1.422958,0.002643,0.002714,69947.272153,51619.959052,1.000164
