country,variant,n_candidates,n_record_setters,record_setters,eci_slope_median,eci_slope_hdi_low,eci_slope_hdi_high,eci_slope_hdi95_low,eci_slope_hdi95_high,last_common_obs_date,gap_at_last_common_eci_median,gap_hdi_low,gap_hdi_high,gap_hdi95_low,gap_hdi95_high,lag_months_median,lag_hdi_low,lag_hdi_high,lag_hdi95_low,lag_hdi95_high,lag_nan_fraction
US,informed,453,24,T5-Large;T5-3B;T5-11B;gemini-1.5-pro-001-feb24;claude-3-5-sonnet-20240620;Llama-3.1-405B;o1-mini-2024-09-12_medium;o1-preview-2024-09-12;o1-mini-2024-09-12_high;o1-preview;o1-2024-12-17_high;o1-2024-12-17_unknown;gemini-2.5-pro-exp-03-25;o3-2025-04-16_unknown;o3-2025-04-16_high;gemini-2.5-pro-preview-06-05_32K;o3-pro-2025-06-10_high;gpt-5-2025-08-07_high;gpt-5-pro-2025-10-06_unknown;gpt-5.2-pro-2025-12-11_xhigh;gpt-5.3-codex_xhigh;gemini-3-deep-think-preview;gpt-5.4-pro-2026-03-05_xhigh;claude-mythos-preview-early,24.346871991581416,22.071926307011914,26.287399092562982,18.487615121377797,30.954877715106896,2026-04-07,17.372889498726362,15.628510364105063,19.18095507163073,12.452970019671607,22.851744294114287,,,,,,
CN,informed,145,26,Baichuan-7B;chatglm2-6b;Baichuan-13B-Base;Baichuan-2-13B-Base;Baichuan2-13B-Chat;internlm-20b;Qwen-14B;Yi-34B;qwen1.5-32B;DeepSeek-V2;Qwen2.5-72B;DeepSeek-V3;DeepSeek-R1;DeepSeek-R1-0528;DeepSeek-V3.1-Terminus;qwen3-max-2025-09-23;DeepSeek-V3.2-Exp;kimi-k2-thinking-turbo;qwen3.5-plus;qwen3.6-plus;glm-5.1;qwen3.6-max-preview;kimi-k2.6;qwen3.7-max;glm-5.2_unknown;kimi-k3_unknown,18.702038287024585,17.123823115799507,19.88192392687704,14.952329291877026,23.23496680988925,2026-04-07,17.372889498726362,15.628510364105063,19.18095507163073,12.452970019671607,22.851744294114287,11.159153195988445,10.052926094776124,12.181268031336423,8.161285030357861,14.35597604228248,0.0
US,sota_exempt,454,24,T5-Large;T5-3B;T5-11B;gemini-1.5-pro-001-feb24;claude-3-5-sonnet-20240620;Llama-3.1-405B;o1-mini-2024-09-12_medium;o1-preview-2024-09-12;o1-mini-2024-09-12_high;o1-preview;o1-2024-12-17_high;o1-2024-12-17_unknown;gemini-2.5-pro-exp-03-25;o3-2025-04-16_unknown;o3-2025-04-16_high;gemini-2.5-pro-preview-06-05_32K;o3-pro-2025-06-10_high;gpt-5-2025-08-07_high;gpt-5-pro-2025-10-06_unknown;gpt-5.2-pro-2025-12-11_xhigh;gpt-5.3-codex_xhigh;gemini-3-deep-think-preview;gpt-5.4-pro-2026-03-05_xhigh;claude-mythos-preview-early,24.346871991581416,22.071926307011914,26.287399092562982,18.487615121377797,30.954877715106896,2026-04-07,17.372889498726362,15.628510364105063,19.18095507163073,12.452970019671607,22.851744294114287,,,,,,
CN,sota_exempt,145,26,Baichuan-7B;chatglm2-6b;Baichuan-13B-Base;Baichuan-2-13B-Base;Baichuan2-13B-Chat;internlm-20b;Qwen-14B;Yi-34B;qwen1.5-32B;DeepSeek-V2;Qwen2.5-72B;DeepSeek-V3;DeepSeek-R1;DeepSeek-R1-0528;DeepSeek-V3.1-Terminus;qwen3-max-2025-09-23;DeepSeek-V3.2-Exp;kimi-k2-thinking-turbo;qwen3.5-plus;qwen3.6-plus;glm-5.1;qwen3.6-max-preview;kimi-k2.6;qwen3.7-max;glm-5.2_unknown;kimi-k3_unknown,18.702038287024585,17.123823115799507,19.88192392687704,14.952329291877026,23.23496680988925,2026-04-07,17.372889498726362,15.628510364105063,19.18095507163073,12.452970019671607,22.851744294114287,11.159153195988445,10.052926094776124,12.181268031336423,8.161285030357861,14.35597604228248,0.0
