axis,tau_median,tau_hdi_low,tau_hdi_high,gap_ratio_to_next
axis1,0.8920038140910441,0.799427072621233,0.9949892067230943,1.0
axis2,0.8920038140910441,0.799427072621233,0.9949892067230943,1.0
axis3,0.8920038140910441,0.799427072621233,0.9949892067230943,
