name,mean,hdi_low,hdi_high,n_obs
High School Qualifier,-0.4835044229354274,-1.2356117983086297,0.39135436143554525,1
Committee of Domain Experts,0.11862630911939501,-0.131535187857728,0.3421810867420845,1
High School Top Performer,0.6267887466362769,-0.11448385733994366,1.6734183402613023,1
Domain Expert,0.7899627808921976,0.22837301044505673,1.4784206707356031,4
