,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"logA_z_zerosum__[0, 9]",-0.97976,0.306347,-1.526797,-0.393894,0.006134,0.004066,2611.434296,3866.430995,1.000408
"logA_z_zerosum__[0, 10]",-2.190139,0.376918,-2.919875,-1.514004,0.010867,0.006682,1237.729805,1546.251183,1.002611
"logA_z_zerosum__[0, 11]",-1.015269,0.255968,-1.497155,-0.546708,0.005668,0.004201,2167.433548,2623.89981,1.000482
"logA_z_zerosum__[0, 12]",-0.977881,0.228968,-1.400779,-0.550262,0.006133,0.004409,1501.600729,1773.059484,1.001719
"logA_z_zerosum__[0, 13]",-0.667508,0.351707,-1.304716,-0.001883,0.006174,0.004232,3406.629201,4315.044791,1.001787
"logA_z_zerosum__[0, 14]",-0.867355,0.189557,-1.218367,-0.520491,0.005256,0.003317,1340.343125,1937.788279,1.002625
"logA_z_zerosum__[0, 15]",0.298426,0.347678,-0.361836,0.940129,0.007771,0.007264,2180.750528,2431.596672,1.001648
"logA_z_zerosum__[0, 16]",0.973484,0.183888,0.64721,1.327838,0.005706,0.003188,1051.585324,1540.349696,1.003087
"logA_z_zerosum__[0, 17]",1.269154,0.303727,0.714771,1.845607,0.007758,0.004219,1584.476772,2344.783421,1.002615
"logA_z_zerosum__[0, 18]",0.135159,0.413302,-0.609391,0.93765,0.008756,0.00759,2417.462431,2645.994478,1.001833
"logA_z_zerosum__[0, 19]",0.692625,0.270731,0.179723,1.198434,0.005504,0.003643,2430.403236,3322.397378,1.00144
D_z[APEX-Agents],0.998824,0.156735,0.708823,1.291259,0.006371,0.003681,597.719748,838.205474,1.004581
D_z[CritPt],1.72058,0.265358,1.224117,2.213881,0.011077,0.006568,566.767777,778.481778,1.004799
D_z[DeepSWE],0.50315,0.11773,0.294021,0.730319,0.003904,0.002172,913.063217,1778.994225,1.003208
D_z[EnigmaEval],1.349824,0.210496,0.956018,1.73804,0.008675,0.005281,581.938483,810.362621,1.004717
D_z[FrontierCode],0.740215,0.132154,0.499291,0.992035,0.004909,0.002474,713.728755,1247.035185,1.003494
D_z[FrontierMath Tier 4 v2],1.733289,0.274936,1.254495,2.263315,0.011165,0.006773,598.188072,940.574233,1.00366
D_z[FrontierMath Tiers 1-3 v2],0.448768,0.07428,0.318283,0.591595,0.002996,0.001886,609.463247,911.270058,1.004396
D_z[GDPval],0.162153,0.099628,-0.024885,0.347032,0.0015,0.001355,4628.249749,4479.662556,1.000202
D_z[HLE],0.839308,0.131108,0.58833,1.078116,0.005357,0.00327,590.457577,837.184795,1.004547
D_z[LAB-Bench Cloning],-0.154563,0.078047,-0.305017,-0.01396,0.001417,0.000965,3136.822841,3738.758379,1.001534
