name,mean,hdi_low,hdi_high,n_obs
High School Qualifier,140.56151391469194,134.80430689366966,146.38941108630445,1
Domain Expert,147.98198385121623,144.18000586458962,153.08444918298048,4
Committee of Domain Experts,149.24314276055168,145.46455375059963,154.47899292643794,1
High School Top Performer,153.68339199835557,146.14055666319234,164.8366145680303,1
