axis,tau_median,tau_hdi_low,tau_hdi_high,gap_ratio_to_next
axis1,0.6340699655268816,0.5838366999031743,0.6909140276331286,1.0
axis2,0.6340699655268816,0.5838366999031743,0.6909140276331286,1.0
axis3,0.6340699655268816,0.5838366999031743,0.6909140276331286,1.0
axis4,0.6340699655268816,0.5838366999031743,0.6909140276331286,
