scope,quantity,group,unit,median,frac_undefined,hdi50_low,hdi50_high,hdi80_low,hdi80_high
private,slope,closed,ECI-H per year,24.044125453808807,0.0,22.254540582454,25.950172237075922,20.581279739693343,27.496293438381812
private,slope,open,ECI-H per year,19.52196590311722,0.0,18.103717812635256,20.991017418259972,16.816296097589774,22.186168003640212
private,gap_today,closed-open,ECI-H,15.32613278832072,0.0,12.571837885656556,18.037319384724682,10.00591163948002,20.51572040087032
private,lag_today,open,months,9.4758370354903,0.0,7.362455099616977,11.611561454263503,5.699949673372743,13.89563676762522
private,slope_diff,closed-open,ECI-H per year,4.5983064866897685,0.0,2.272616881255291,6.834514267723458,0.05633063287247666,8.995805054050216
private,gap_last_record,closed-open,ECI-H,14.965375740305504,0.0,12.377691341310587,17.51764276196112,9.97482873828755,19.8232704213455
private,lag_last_record,open,months,9.256249325305552,0.0,7.249922644840415,11.260556654116126,5.666351927732756,13.375397508148374
private,envelope_lag_latest_record,open,months,5.289527720740807,0.0006249999999999867,3.679671457907716,15.901437371664542,2.135523613964324,16.6242299794676
private,envelope_lag_last_12m_mean,open,months,10.850102669405715,0.0,10.147843942506029,11.95585215605874,9.490349075976315,12.551950718686841
