axis,tau_median,tau_hdi_low,tau_hdi_high,gap_ratio_to_next
axis1,0.5065117343907619,0.4574775446413791,0.5652287460765635,1.0
axis2,0.5065117343907619,0.4574775446413791,0.5652287460765635,1.0
axis3,0.5065117343907619,0.4574775446413791,0.5652287460765635,1.0
axis4,0.5065117343907619,0.4574775446413791,0.5652287460765635,
