axis,tau_median,tau_hdi_low,tau_hdi_high,gap_ratio_to_next
axis1,0.608123999336689,0.540843794569186,0.6872636678919154,1.0
axis2,0.608123999336689,0.540843794569186,0.6872636678919154,1.0
axis3,0.608123999336689,0.540843794569186,0.6872636678919154,
