axis,benchmark,category,loading_median,hdi_low,hdi_high
axis1,ARC-AGI-2,Core AGI Progress,8.260802891866334,-11.25326162363183,15.457835126481045
axis1,VPCT,Multimodal Understanding,5.213947896787843,-17.628909602195428,23.713981455128692
axis1,ARC-AGI,Core AGI Progress,3.9869758803855206,-6.989224322590643,10.461663099342909
axis1,Aider Polyglot,Autonomous SWE,3.8271788979986336,-8.30013973126639,9.787246352524132
axis1,SWE-Bench Pro (Private),Autonomous SWE,2.99635250632633,-6.735868984605875,7.956654171241718
axis1,SimpleBench,General Reasoning,2.3298827832375055,-5.686357649030385,6.870963292066798
axis1,MCP Atlas,Agentic Computer Use,2.241040536941341,-6.047686570188059,7.065334493143622
axis1,TerminalBench,Agentic Computer Use,2.166147483696726,-5.426937150759897,7.0009047434255205
axis1,METR Time Horizons,Autonomous SWE,2.102810421752692,-3.7974485414530315,4.270213147204054
axis1,CAD-Eval,Multimodal Understanding,2.0132051156181467,-7.869504495504955,9.063526983434569
axis1,GSO-Bench,Autonomous SWE,1.870670177070939,-8.943659080266768,10.518104220451871
axis1,DeepSWE,Autonomous SWE,1.6676532361214917,-3.5233524052636986,7.05480119167507
axis1,FrontierMath Tier 4 v1,High End Math Reasoning,1.5986835476334589,-3.0901230220479055,5.870089023669683
axis1,SWE-Bench Verified,Autonomous SWE,1.5801311274755445,-4.098131814356653,4.695244475213921
axis1,APEX Agents,Core AGI Progress,1.2573405358412546,-3.8695652968923033,6.228876933876585
axis1,The Agent Company,Agentic Computer Use,1.1762463613844798,-6.840884209608827,8.310919320318787
axis1,CritPt,Domain Specific Questions,1.1133712912735583,-3.385884707082969,6.175730588666829
axis1,FrontierMath v1,High End Math Reasoning,1.1114600020069298,-2.337466277701861,4.708506878773521
axis1,Humanity's Last Exam,Domain Specific Questions,1.107003573264251,-2.69653323592554,4.563047554532035
axis1,FrontierMath Tier 4,High End Math Reasoning,1.0488679448713896,-9.124662718598794,13.031345837015014
axis1,VisualToolBench,Multimodal Understanding,0.9810349592537936,-4.06143606407704,6.296186848658463
axis1,PostTrainBench,Autonomous SWE,0.8980657873770898,-4.854514884209068,5.711881304997477
axis1,CursorBench,Autonomous SWE,0.8859256478872913,-2.149259619090211,3.7432110239582244
axis1,Surface Evolver Bench,Autonomous SWE,0.8642707175346136,-7.284966900967761,8.947129062808003
axis1,Fiction.LiveBench,Advanced Language and Writing,0.8616592625613124,-6.295288174375074,8.327337729569336
axis1,GDPval,Core AGI Progress,0.8384507241286624,-6.018345911139255,7.132397479930938
axis1,GDP.pdf,Core AGI Progress,0.8159661922221859,-4.237886253857302,5.36115979851069
axis1,EnigmaEval,General Reasoning,0.7864447826587508,-4.159698813599818,6.218777560754469
axis1,Cybench,Agentic Computer Use,0.7790083481292682,-8.110151820997233,9.770536860725905
axis1,MultiNRC,Advanced Language and Writing,0.7250724901730273,-3.402433905704749,4.316789678910521
axis1,ExploitBench,Agentic Computer Use,0.6919868901692324,-6.528026149420922,7.782335833154609
axis1,BlueprintBench 2,Multimodal Understanding,0.6318391503115632,-8.402509665663196,9.948650554093296
axis1,SWE-Bench Pro,Autonomous SWE,0.6020399619503787,-4.8812085499897515,5.874212496656889
axis1,WeirdML,Autonomous SWE,0.6004269993836541,-1.6873548276274957,2.752844711900053
axis1,PRBench Finance,Domain Specific Questions,0.5684063135417359,-1.6744643835513644,1.9602706396767007
axis1,SciCode,Autonomous SWE,0.5343838399359004,-1.151333067272709,1.693728457147966
axis1,FrontierCode,Autonomous SWE,0.5315412950655243,-4.714266769038909,5.675065941499134
axis1,Adversarial NLI,General Reasoning,0.5305309411489796,-2.5276098629704764,3.423499743604093
axis1,Vending-Bench 2,Agentic Computer Use,0.5065382032996077,-3.6568335788070154,4.534834600725608
axis1,PRBench Legal,Domain Specific Questions,0.4956649969315692,-1.632233361829563,1.9583031402919522
axis1,LAB-Bench SeqQA,Biology,0.48045189725602455,-1.7090471859649232,2.890362594768156
axis1,BALROG,General Reasoning,0.46633641184795344,-3.611317352100483,4.106845340006146
axis1,Remote Labor Index,Core AGI Progress,0.4562033724309186,-6.386303878344234,7.605691248860948
axis1,MMLU Chemistry,Chemistry,0.4506812129786668,-1.4356901767095565,2.40263185319682
axis1,EBR-bench,Agentic Computer Use,0.43426263335440396,-7.527734949507333,8.656850266493173
axis1,ScienceQA,Domain Specific Questions,0.4303667304794059,-2.5474270074743752,3.501304225991195
